Date,Adjusted Close,EMA,Open,High,Low,Close,Effective_Fed_Rate,MACD,MACD_Signal,MACD_Hist,RSI,SMA
2024-12-23,254.989975866608,248.1215,1.04304,1.04452,1.03838,1.04048,4.33,5.4705,5.038,0.4326,74.869,248.7363
2024-12-20,254.210831505046,246.7062,1.03616,1.04475,1.03426,1.04244,4.33,5.1664,4.9298,0.2366,64.4999,247.4438
2024-12-19,249.515987275121,246.4703,1.03513,1.04224,1.03457,1.03605,4.33,5.3875,4.8707,0.5168,63.4096,246.9308
2024-12-18,247.777896007021,246.3018,1.04904,1.05127,1.03436,1.03507,4.58,5.6463,4.7415,0.9049,83.2717,246.5802
2024-12-17,253.201939447126,245.0614,1.05099,1.05341,1.04788,1.04903,4.58,5.4206,4.5152,0.9053,80.8638,245.6522
2024-12-16,250.764616059675,244.0071,1.04865,1.05248,1.04742,1.05121,4.58,5.2651,4.2889,0.9762,78.0,244.6264
2024-12-13,247.857808249232,243.1825,1.04655,1.05242,1.04527,1.05017,4.58,5.2027,4.0448,1.1579,77.7491,243.5555
2024-12-12,247.687994734533,242.2135,1.04935,1.05309,1.04634,1.0469,4.58,5.0652,3.7554,1.3098,76.4724,242.2565
2024-12-11,246.219607283896,241.2344,1.05259,1.05394,1.04797,1.04933,4.58,4.9101,3.4279,1.4822,81.3304,241.0153
2024-12-10,247.49820315928,239.8003,1.05519,1.05681,1.0498,1.05268,4.58,4.5318,3.0574,1.4745,80.1983,239.5539
2024-12-09,246.479322071084,238.285,1.05574,1.05945,1.05317,1.05531,4.58,4.092,2.6888,1.4032,73.3097,238.0126
2024-12-06,242.573611232997,237.5561,1.05839,1.06298,1.05419,1.05673,4.58,3.9856,2.338,1.6477,78.5335,236.6371
2024-12-05,242.773391838526,236.4267,1.05071,1.05896,1.05054,1.0584,4.58,3.6826,1.9261,1.7566,83.9685,235.2362
2024-12-04,242.743424747696,234.8055,1.05065,1.05441,1.04718,1.05114,4.58,3.1319,1.4869,1.645,82.8669,233.6449
2024-12-03,242.383819657745,233.0725,1.0497,1.05351,1.04806,1.05073,4.58,2.4974,1.0757,1.4217,79.3836,232.0577
2024-12-02,239.327176393155,231.6338,1.05695,1.05742,1.04603,1.04966,4.58,1.9624,0.7202,1.2422,75.6914,230.6033
2024-11-29,237.06965555068,230.4391,1.05511,1.05971,1.05411,1.05748,4.58,1.5094,0.4097,1.0997,71.195,229.5174
2024-11-27,234.672288284335,229.5251,1.04868,1.05878,1.0474,1.0566,4.58,1.1594,0.1347,1.0247,70.5064,228.5395
2024-11-26,234.802145677929,228.4845,1.04929,1.05448,1.04246,1.04879,4.58,0.7309,-0.1214,0.8523,68.2597,227.4952
2024-11-25,232.614548047389,227.4646,1.04829,1.05303,1.04486,1.04942,4.58,0.2888,-0.3345,0.6233,64.2182,226.6181
2024-11-22,229.617838964458,226.6331,1.04734,1.04981,1.03325,1.04193,4.58,-0.0895,-0.4903,0.4008,54.8002,225.9728
2024-11-21,228.269319877139,226.3716,1.05427,1.0555,1.04618,1.04738,4.58,-0.2252,-0.5905,0.3653,58.1207,225.8839
2024-11-20,228.748793330408,225.87,1.05931,1.061,1.05065,1.05432,4.58,-0.4786,-0.6819,0.2032,55.7051,225.4342
2024-11-19,228.029583150505,225.4389,1.05979,1.0601,1.05229,1.05937,4.58,-0.7117,-0.7327,0.021,52.4544,224.8653
2024-11-18,227.769868363317,225.1518,1.05294,1.06072,1.0528,1.05979,4.58,-0.8889,-0.7379,-0.151,46.8288,224.323
2024-11-15,224.753181219833,225.1849,1.0529,1.0593,1.05159,1.05394,4.58,-0.9263,-0.7001,-0.2261,50.3961,223.8732
2024-11-14,227.969648968846,224.97,1.05627,1.05825,1.04958,1.0529,4.58,-1.0775,-0.6436,-0.4339,45.9492,223.306
2024-11-13,224.873049583151,225.0138,1.06202,1.0654,1.05555,1.05622,4.58,-1.1144,-0.5351,-0.5792,42.5571,223.7123
2024-11-12,223.984025888548,225.2914,1.06534,1.06631,1.05946,1.06216,4.58,-1.0426,-0.3903,-0.6523,43.8822,224.5458
2024-11-11,223.984025888548,225.5109,1.0707,1.0728,1.06283,1.06533,4.58,-0.9907,-0.2273,-0.7634,44.9316,225.3743
2024-11-08,226.711031154015,225.6793,1.08021,1.0805,1.06865,1.07182,4.58,-0.9558,-0.0364,-0.9194,50.1345,226.1797
2024-11-07,226.980438215375,225.4035,1.07262,1.08247,1.07125,1.08038,4.83,-1.1181,0.1934,-1.3116,42.4121,226.4112
2024-11-06,222.230891503993,225.6861,1.09265,1.09369,1.06822,1.07269,4.83,-1.0251,0.5213,-1.5464,35.9798,226.9455
2024-11-05,222.959288373595,226.4783,1.08757,1.09365,1.08721,1.09288,4.83,-0.6866,0.9079,-1.5946,33.2664,228.09
2024-11-04,221.522450713009,227.6272,1.0879,1.09147,1.08695,1.08767,4.83,-0.1619,1.3066,-1.4684,30.6537,229.2963
2024-11-01,222.420474250876,229.21,1.08821,1.09057,1.08315,1.0834,4.83,0.5921,1.6737,-1.0816,30.5777,230.6394
2024-10-31,225.413886043763,231.1501,1.08571,1.08881,1.08438,1.0882,4.83,1.5483,1.9441,-0.3958,45.6584,232.1575
2024-10-30,229.594684514497,231.6643,1.08147,1.08713,1.08076,1.08569,4.83,1.8954,2.0431,-0.1477,55.2303,232.5656
2024-10-29,233.156844548033,231.5676,1.08134,1.08263,1.07687,1.0814,4.83,1.9786,2.08,-0.1014,56.8372,232.4649
2024-10-28,232.887437486673,231.3408,1.07935,1.08276,1.07817,1.08134,4.83,2.0063,2.1053,-0.099,57.5134,232.5158
2024-10-25,230.901807664058,231.0149,1.0828,1.08393,1.07927,1.0793,4.83,1.9901,2.1301,-0.14,48.5489,232.0548
2024-10-24,230.063652362049,231.4103,1.07824,1.083,1.07702,1.08278,4.83,2.3042,2.1651,0.1391,49.1749,232.0109
2024-10-23,230.253235108932,231.8404,1.0798,1.08067,1.07609,1.0783,4.83,2.6471,2.1303,0.5168,61.3348,231.7913
2024-10-22,235.342035156841,231.4569,1.08149,1.08381,1.07922,1.07982,4.83,2.6299,2.0011,0.6288,60.9212,230.9083
2024-10-21,235.960673594038,231.0315,1.0866,1.0872,1.08108,1.08147,4.83,2.5894,1.8439,0.7455,62.6695,229.9519
2024-10-18,234.483923776214,230.3862,1.08316,1.08694,1.0825,1.0865,4.83,2.4426,1.6575,0.7851,68.0512,228.9591
2024-10-17,231.64018257297,229.214,1.08627,1.08737,1.08106,1.08318,4.83,2.044,1.4612,0.5828,63.5764,228.1329
2024-10-16,231.270995118514,228.391,1.08918,1.09014,1.0853,1.08628,4.83,1.785,1.3155,0.4694,60.2412,227.3057
2024-10-15,233.336449255607,227.791,1.09077,1.09167,1.08816,1.08919,4.83,1.6142,1.1982,0.416,66.2367,226.736
2024-10-14,230.792049231652,226.6118,1.09312,1.09366,1.0888,1.09059,4.83,1.1686,1.0942,0.0744,56.7799,226.3279
2024-10-11,227.050284490542,226.2594,1.0935,1.09537,1.09257,1.09353,4.83,1.0817,1.0756,0.0061,58.5845,226.4616
2024-10-10,228.537012347676,225.6956,1.09405,1.09548,1.08998,1.09349,4.83,0.894,1.074,-0.18,55.3489,226.3778
2024-10-09,229.035914313158,225.3436,1.09785,1.0981,1.09359,1.09403,4.83,0.796,1.119,-0.3231,49.3773,226.3299
2024-10-08,225.274193493429,225.4788,1.09735,1.09971,1.09606,1.09778,4.83,0.9183,1.1998,-0.2815,47.0531,226.2999
2024-10-07,221.203153455101,225.8502,1.09682,1.0987,1.0954,1.09733,4.83,1.1555,1.2702,-0.1147,47.475,226.7335
2024-10-04,226.30193154232,226.2598,1.10318,1.10396,1.0951,1.09739,4.83,1.4212,1.2988,0.1223,55.0231,227.0169
2024-10-03,225.174413100332,226.0065,1.10478,1.1049,1.1008,1.10321,4.83,1.3942,1.2683,0.1259,49.1121,227.2234
2024-10-02,226.281975463701,226.3089,1.10685,1.10828,1.10323,1.10474,4.83,1.6198,1.2368,0.3831,50.7431,227.2084
2024-10-01,225.713227223052,226.5123,1.1135,1.1144,1.10455,1.10676,4.83,1.8081,1.141,0.6671,59.3248,226.3763
2024-09-30,232.488315914288,225.9559,1.11583,1.12089,1.11132,1.11349,4.83,1.6533,0.9742,0.6791,60.6472,225.0023
2024-09-27,227.289757433973,225.1606,1.11747,1.1203,1.11247,1.1161,4.83,1.3789,0.8045,0.5744,58.0927,223.6553
2024-09-26,227.020350372613,224.5389,1.11325,1.11893,1.11255,1.11748,4.83,1.169,0.6608,0.5082,56.2147,223.1683
2024-09-25,225.872875852006,224.0362,1.11786,1.1214,1.1121,1.1133,4.83,1.0021,0.5338,0.4683,52.2827,222.6894
2024-09-24,226.870679782969,223.9474,1.11118,1.1181,1.11029,1.11783,4.83,1.0152,0.4167,0.5984,59.8672,222.3426
2024-09-23,225.972656245103,223.015,1.11612,1.11672,1.10829,1.1111,4.83,0.6397,0.2671,0.3725,57.9381,221.3723
2024-09-20,227.698857045668,222.1649,1.11612,1.11819,1.11357,1.11617,4.83,0.2837,0.174,0.1097,63.4719,220.7217
2024-09-19,228.367385679413,220.5426,1.11156,1.1179,1.10681,1.11613,4.83,-0.442,0.1466,-0.5886,56.3703,220.121
2024-09-18,220.205349524139,219.6641,1.1113,1.11891,1.10965,1.11156,5.33,-0.8559,0.2937,-1.1496,40.9288,219.7853
2024-09-17,216.313914193384,220.2401,1.11302,1.11461,1.11106,1.11127,5.33,-0.6158,0.5811,-1.1969,35.9964,220.1954
2024-09-16,215.844946345832,221.3431,1.10745,1.11376,1.10743,1.1131,5.33,-0.1175,0.8803,-0.9979,37.2241,221.4726
2024-09-13,222.011374639181,222.5162,1.10735,1.11019,1.107,1.10737,5.33,0.4398,1.1298,-0.6899,51.2408,222.8346
2024-09-12,222.280781700541,222.3889,1.10124,1.10751,1.10052,1.10735,5.33,0.4297,1.3023,-0.8726,48.5669,223.4851
2024-09-11,222.171023268135,222.4728,1.10192,1.1055,1.10017,1.10128,5.33,0.5201,1.5204,-1.0003,45.9874,224.0259
2024-09-10,219.62662324418,222.807,1.10364,1.10498,1.10149,1.1019,5.33,0.7342,1.7705,-1.0363,39.3461,224.4789
2024-09-09,220.42486638895,223.7776,1.10826,1.10911,1.1033,1.10357,5.33,1.2543,2.0295,-0.7753,42.9047,225.2612
2024-09-06,220.335064035164,224.5426,1.11083,1.11556,1.10653,1.1083,5.33,1.7068,2.2234,-0.5165,49.549,225.744
2024-09-05,221.891638167465,224.7836,1.10831,1.11197,1.10744,1.1108,5.33,1.9416,2.3525,-0.4108,43.7226,226.1272
2024-09-04,220.364998153093,225.5937,1.10445,1.10952,1.10382,1.1082,5.33,2.4493,2.4552,-0.0059,43.7911,226.6156
2024-09-03,222.280781700541,226.576,1.10701,1.1073,1.1026,1.1045,5.33,3.0581,2.4567,0.6014,60.6227,227.0257
2024-08-30,228.497100190438,226.2489,1.10779,1.1095,1.10436,1.10465,5.33,3.0906,2.3063,0.7843,66.0622,226.7434
2024-08-29,229.285365295898,225.4855,1.11188,1.11399,1.10553,1.1078,5.33,2.9206,2.1102,0.8104,65.9111,226.1177
2024-08-28,225.992612323722,224.5723,1.11827,1.1185,1.11046,1.11188,5.33,2.6703,1.9077,0.7626,62.2476,225.5689
2024-08-27,227.529230377404,223.9396,1.11604,1.11906,1.11501,1.11824,5.33,2.5334,1.717,0.8164,58.7221,224.8355
2024-08-26,226.681097036086,223.5931,1.11903,1.12015,1.11498,1.11604,5.33,2.5174,1.5129,1.0045,60.7512,224.1386
2024-08-23,226.341843699559,223.0,1.11112,1.1201,1.11052,1.11913,5.33,2.3826,1.2618,1.1209,58.9121,223.0719
2024-08-22,224.036916619035,222.5193,1.11482,1.11649,1.10976,1.11108,5.33,2.2879,0.9815,1.3063,64.148,221.6947
2024-08-21,225.902809969935,221.4592,1.11285,1.11741,1.10992,1.11481,5.33,1.9171,0.655,1.2621,62.3535,220.2055
2024-08-20,226.012568402341,220.4451,1.10835,1.11304,1.10716,1.11286,5.33,1.545,0.3394,1.2055,61.3245,218.2241
2024-08-19,225.393929965144,219.372,1.10247,1.10864,1.10215,1.1083,5.33,1.1238,0.038,1.0857,61.261,216.1581
2024-08-16,225.553578594098,218.0715,1.09719,1.10297,1.09702,1.10253,5.33,0.5749,-0.2334,0.8083,59.0835,213.4782
2024-08-15,224.226499365918,216.8811,1.10111,1.1016,1.0949,1.09717,5.33,0.0488,-0.4355,0.4843,60.2347,212.9771
2024-08-14,221.23308757303,215.2754,1.09914,1.10264,1.0986,1.10253,5.33,-0.6924,-0.5565,-0.1359,55.6228,212.9285
2024-08-13,220.784075804097,214.2065,1.09314,1.09997,1.09134,1.09914,5.33,-1.2191,-0.5225,-0.6965,53.7543,212.9899
2024-08-12,217.052289102297,213.246,1.09183,1.09395,1.09097,1.09317,5.33,-1.715,-0.3484,-1.3666,50.1975,212.9828
2024-08-09,215.517435005421,212.7238,1.09162,1.09314,1.09087,1.09148,5.33,-2.0243,-0.0068,-2.0176,44.7128,213.0467
2024-08-08,212.59722558734,213.02,1.09228,1.09451,1.08812,1.09164,5.33,-1.9617,0.4976,-2.4593,45.7997,213.7045
2024-08-07,209.118887406759,213.1582,1.09285,1.09366,1.0905,1.09226,5.33,-1.9556,1.1125,-3.0681,37.376,214.2846
2024-08-06,206.537541880195,214.7025,1.09526,1.09631,1.09035,1.0929,5.33,-1.2893,1.8795,-3.1688,35.0347,215.9889
2024-08-05,208.570725229303,216.9444,1.09195,1.1009,1.08923,1.09524,5.33,-0.2577,2.6717,-2.9294,25.276,217.889
2024-08-02,219.125338791583,221.0599,1.07909,1.0927,1.07816,1.09098,5.33,1.6929,3.404,-1.7111,44.8719,220.6717
2024-08-01,217.630351034886,221.6471,1.08269,1.08354,1.07772,1.0791,5.33,2.1223,3.8318,-1.7095,54.8266,221.2368
2024-07-31,221.337920671495,221.2086,1.08128,1.08494,1.08017,1.08268,5.33,2.1098,4.2592,-2.1494,49.1249,221.8258
2024-07-30,218.068880776851,221.3216,1.08225,1.08358,1.0798,1.08131,5.33,2.3605,4.7965,-2.4361,44.2629,222.6241
2024-07-29,217.510752014351,221.9581,1.08557,1.087,1.08025,1.08223,5.33,2.8744,5.4056,-2.5311,39.0687,224.1998
2024-07-26,217.2316876331,223.2299,1.08448,1.08683,1.08418,1.0855,5.33,3.7149,6.0384,-2.3234,41.8045,226.1453
2024-07-25,216.763258136002,224.3989,1.08393,1.08701,1.08278,1.08449,5.33,4.5571,6.6192,-2.0621,42.1557,227.1639
2024-07-24,217.80974956569,225.7768,1.08534,1.08666,1.08253,1.084,5.33,5.5423,7.1347,-1.5924,50.5864,228.4057
2024-07-23,224.258130089576,226.338,1.08894,1.08968,1.08436,1.08531,5.33,6.2048,7.5329,-1.3281,51.2505,228.934
2024-07-22,223.211638659888,226.943,1.08844,1.0903,1.08727,1.089,5.33,6.923,7.8649,-0.9418,56.0495,229.2893
2024-07-19,223.560469136451,227.0967,1.08974,1.0902,1.08753,1.08822,5.33,7.4707,8.1003,-0.6297,52.7528,229.2972
2024-07-18,223.43090353087,227.7696,1.09378,1.0941,1.0893,1.08975,5.33,8.2832,8.2577,0.0255,63.4285,228.9813
2024-07-17,228.115198501854,227.3827,1.08988,1.09481,1.08949,1.09378,5.33,8.6458,8.2514,0.3944,62.3871,227.9567
2024-07-16,234.035350018373,227.0937,1.08946,1.09056,1.08712,1.08977,5.33,9.067,8.1528,0.9142,75.2895,226.6312
2024-07-15,233.616753446498,225.5112,1.08882,1.09223,1.08829,1.08946,5.33,8.9095,7.9242,0.9853,79.2216,224.3478
2024-07-12,229.769651619265,223.2493,1.08659,1.09114,1.086,1.09054,5.33,8.4288,7.6779,0.7508,72.6564,222.2837
2024-07-11,226.809575861005,222.1592,1.08289,1.08999,1.0828,1.08659,5.33,8.4597,7.4902,0.9695,80.0982,220.8655
2024-07-10,232.201498370158,220.2797,1.08139,1.08305,1.08105,1.08289,5.33,8.1255,7.2478,0.8777,78.4146,218.8832
2024-07-09,227.915866800961,218.4454,1.08244,1.08333,1.0805,1.0814,5.33,7.7929,7.0284,0.7645,77.2806,216.8749
2024-07-08,227.058740487121,216.507,1.08178,1.08451,1.08143,1.08241,5.33,7.394,6.8373,0.5567,76.6024,214.8606
2024-07-05,225.583685900514,214.3239,1.08111,1.08426,1.07968,1.0837,5.33,6.8625,6.6981,0.1644,71.6734,213.1962
2024-07-03,220.809691664128,212.8604,1.07446,1.08169,1.0736,1.07855,5.33,6.6364,6.6571,-0.0207,69.9451,212.4268
2024-07-02,219.533968778414,211.4372,1.07384,1.07472,1.07097,1.07446,5.33,6.4187,6.6622,-0.2435,65.5282,212.1866
2024-07-01,216.025730842698,210.5504,1.0738,1.07765,1.07195,1.07384,5.33,6.4382,6.7231,-0.2849,59.9407,211.9095
2024-06-28,209.91621421033,210.3658,1.0705,1.07248,1.06851,1.07112,5.33,6.7814,6.7943,-0.013,69.074,212.0849
2024-06-27,213.384585805867,209.3251,1.06795,1.07264,1.06767,1.07048,5.33,6.7473,6.7976,-0.0502,67.7772,211.9823
2024-06-26,212.537426077072,208.2923,1.07123,1.0718,1.06658,1.06799,5.33,6.7154,6.8101,-0.0947,63.7345,211.2527
2024-06-25,208.37139352841,207.7365,1.07329,1.07442,1.06903,1.07123,5.33,6.9006,6.8338,0.0668,60.4443,209.4737
2024-06-24,207.444501119258,207.5777,1.06906,1.07465,1.06834,1.07332,5.33,7.2751,6.8171,0.458,58.3761,208.2528
2024-06-21,206.796673091356,207.7003,1.07039,1.07206,1.06707,1.0691,5.33,7.7924,6.7026,1.0898,63.9991,206.9502
2024-06-20,208.979355216134,207.2588,1.07441,1.0749,1.06994,1.0704,5.33,8.0684,6.4301,1.6383,72.3106,205.4846
2024-06-18,213.573950921715,205.9352,1.07314,1.07615,1.07098,1.074,5.33,7.9441,6.0206,1.9236,82.2499,203.6378
2024-06-17,215.945998162341,203.5068,1.07045,1.0738,1.06862,1.07313,5.33,7.2985,5.5397,1.7588,79.2969,201.3499
2024-06-14,211.779965613679,201.4735,1.07386,1.0745,1.06673,1.07025,5.33,6.7965,5.1,1.6965,80.6708,199.3098
2024-06-13,213.524117996492,198.8819,1.0812,1.08164,1.07309,1.07388,5.33,6.0082,4.6759,1.3324,83.0727,197.0763
2024-06-12,212.358027546269,195.5174,1.07425,1.08523,1.07343,1.08109,5.33,4.8243,4.3428,0.4816,78.2454,194.6863
2024-06-11,206.457809199838,193.0374,1.07649,1.07734,1.0719,1.07416,5.33,3.991,4.2224,-0.2313,58.341,192.9162
2024-06-10,192.4746903822,193.0451,1.07713,1.07817,1.07325,1.07648,5.33,4.2617,4.2802,-0.0185,72.4787,192.7029
2024-06-07,196.232092944032,192.3346,1.08893,1.0902,1.07993,1.08,5.33,4.2153,4.2848,-0.0696,67.5843,191.8976
2024-06-06,193.830145948272,191.9647,1.087,1.0902,1.08617,1.08891,5.33,4.3231,4.3022,0.0209,72.9558,191.5319
2024-06-05,195.215501269478,191.2832,1.08788,1.08915,1.08541,1.08702,5.33,4.2928,4.297,-0.0042,72.4124,191.191
2024-06-04,193.700580342692,190.5135,1.09017,1.0916,1.08585,1.08786,5.33,4.2206,4.2981,-0.0774,71.005,190.7614
2024-06-03,193.381649621263,189.7421,1.08462,1.09045,1.0826,1.09028,5.33,4.1447,4.3174,-0.1727,67.6347,190.2322
2024-05-31,191.607597483316,189.1836,1.08334,1.08823,1.08109,1.0845,5.33,4.1636,4.3606,-0.197,64.5105,189.8943
2024-05-30,190.65080531903,188.8243,1.08032,1.08451,1.07879,1.08334,5.33,4.2753,4.4098,-0.1345,63.014,189.7977
2024-05-29,189.654146814565,188.5358,1.08572,1.08604,1.07991,1.08029,5.33,4.4247,4.4435,-0.0187,60.4772,189.5136
2024-05-28,189.355149263226,188.4379,1.08563,1.0889,1.08542,1.08569,5.33,4.6678,4.4481,0.2196,67.3454,189.3043
2024-05-24,189.345182678181,187.8974,1.08144,1.0858,1.08052,1.0845,5.33,4.7173,4.3932,0.324,61.8206,188.6988
2024-05-23,186.255541314341,187.8326,1.08233,1.0861,1.08045,1.08142,5.33,4.9848,4.3122,0.6726,70.4323,188.3082
2024-05-22,190.262108502289,187.275,1.08551,1.08635,1.0817,1.08233,5.33,5.0346,4.1441,0.8905,76.1089,187.4442
2024-05-21,191.707263333762,186.3089,1.08593,1.08748,1.08424,1.0855,5.33,4.8945,3.9215,0.9731,74.4117,186.4809
2024-05-20,190.401640692914,185.3883,1.08688,1.08845,1.0853,1.08592,5.33,4.7638,3.6782,1.0856,71.6932,185.6946
