,Date,Open,High,Low,Close
1306,2020-03-12,1.12586,1.13336,1.1054,1.11757
1307,2020-03-11,1.13085,1.13667,1.1249,1.12583
1308,2020-03-10,1.14386,1.1439,1.1274,1.1307
1309,2020-03-09,1.13868,1.14961,1.1355,1.14381
1310,2020-03-06,1.12302,1.1355,1.12106,1.1285
1311,2020-03-05,1.11329,1.1245,1.1118,1.1231
1312,2020-03-04,1.1169,1.11876,1.1094,1.11332
1313,2020-03-03,1.11385,1.12135,1.1094,1.1169
1314,2020-03-02,1.1046,1.11846,1.1035,1.11388
1315,2020-02-28,1.10024,1.10531,1.0949,1.10289
1316,2020-02-27,1.08822,1.10066,1.0878,1.10024
1317,2020-02-26,1.08807,1.09087,1.0853,1.0882
1318,2020-02-25,1.08518,1.08903,1.0828,1.08804
1319,2020-02-24,1.08298,1.08722,1.0804,1.08519
1320,2020-02-21,1.07872,1.08635,1.0783,1.08471
1321,2020-02-20,1.08081,1.08211,1.0777,1.07868
1322,2020-02-19,1.0795,1.0812,1.078,1.08082
1323,2020-02-18,1.0837,1.08373,1.0785,1.07942
1324,2020-02-17,1.08382,1.0851,1.0827,1.08364
1325,2020-02-14,1.08404,1.08612,1.0826,1.08301
1326,2020-02-13,1.08717,1.0889,1.0833,1.08399
1327,2020-02-12,1.0919,1.09256,1.0863,1.08714
1328,2020-02-11,1.09107,1.09248,1.0891,1.09187
1329,2020-02-10,1.09436,1.09575,1.0907,1.091
1330,2020-02-07,1.09808,1.0985,1.094,1.0944
1331,2020-02-06,1.09996,1.1014,1.0963,1.098
1332,2020-02-05,1.10447,1.10479,1.0992,1.09995
1333,2020-02-04,1.10589,1.10642,1.1031,1.10443
1334,2020-02-03,1.10844,1.1091,1.10346,1.10588
1335,2020-01-31,1.10318,1.10957,1.1015,1.10917
1336,2020-01-30,1.101,1.10394,1.1005,1.10309
1337,2020-01-29,1.10218,1.10277,1.0991,1.1009
1338,2020-01-28,1.1018,1.10253,1.0996,1.10217
1339,2020-01-27,1.10303,1.10376,1.1008,1.1018
1340,2020-01-24,1.10553,1.10617,1.1019,1.10251
1341,2020-01-23,1.10931,1.11087,1.1035,1.10554
1342,2020-01-22,1.10823,1.10985,1.1069,1.1092
1343,2020-01-21,1.10963,1.1118,1.1079,1.10824
1344,2020-01-20,1.10908,1.11024,1.1075,1.10964
1345,2020-01-17,1.11373,1.11426,1.1084,1.1088
1346,2020-01-16,1.11516,1.11728,1.1127,1.11368
1347,2020-01-15,1.11263,1.11634,1.1117,1.11517
1348,2020-01-14,1.11353,1.11446,1.1103,1.1126
1349,2020-01-13,1.11168,1.1147,1.1111,1.11352
1350,2020-01-10,1.11065,1.11292,1.1084,1.112
1351,2020-01-09,1.11096,1.11204,1.1092,1.1106
1352,2020-01-08,1.11475,1.11682,1.11,1.11097
1353,2020-01-07,1.11956,1.11976,1.1132,1.11477
1354,2020-01-06,1.11596,1.12055,1.1155,1.11955
1355,2020-01-03,1.11713,1.118,1.1123,1.11598
1356,2020-01-02,1.12145,1.12245,1.1162,1.11713
1357,2020-01-01,1.12123,1.12214,1.1208,1.12145
1358,2019-12-31,1.11989,1.12393,1.1197,1.12129
1359,2019-12-30,1.11791,1.1221,1.11756,1.11989
1360,2019-12-27,1.10955,1.11883,1.1095,1.11754
1361,2019-12-26,1.10911,1.1109,1.1081,1.10953
1362,2019-12-25,1.10874,1.11023,1.1072,1.1091
1363,2019-12-24,1.10901,1.1094,1.1068,1.10877
1364,2019-12-23,1.10781,1.1096,1.1068,1.10899
1365,2019-12-20,1.11239,1.1125,1.1065,1.10768
1366,2019-12-19,1.11162,1.11443,1.1106,1.11237
1367,2019-12-18,1.11527,1.11531,1.1109,1.1115
1368,2019-12-17,1.11375,1.11747,1.1128,1.11527
1369,2019-12-16,1.1129,1.11581,1.1121,1.11372
1370,2019-12-13,1.11833,1.11934,1.111,1.11223
1371,2019-12-12,1.1133,1.11996,1.11019,1.11834
1372,2019-12-11,1.10929,1.11448,1.1069,1.11328
1373,2019-12-10,1.10652,1.10978,1.1061,1.10929
1374,2019-12-09,1.10573,1.1078,1.1052,1.10647
1375,2019-12-06,1.11043,1.11097,1.1038,1.10564
1376,2019-12-05,1.10779,1.11081,1.1077,1.11039
1377,2019-12-04,1.10816,1.11162,1.1065,1.1078
1378,2019-12-03,1.10762,1.10936,1.1065,1.10816
1379,2019-12-02,1.10209,1.10907,1.1001,1.10762
1380,2019-11-29,1.10108,1.10283,1.098,1.10173
1381,2019-11-28,1.10049,1.1018,1.0999,1.1009
