Date,SMA
2024-04-05,169.5418
2024-04-04,170.2842
2024-04-03,170.8247
2024-04-02,171.3771
2024-04-01,172.023
2024-03-28,172.021
2024-03-27,172.1365
2024-03-26,172.3714
2024-03-25,172.6849
2024-03-22,172.9213
2024-03-21,172.6466
2024-03-20,171.8603
2024-03-19,171.3965
2024-03-18,171.0402
2024-03-15,171.0979
2024-03-14,171.932
2024-03-13,172.764
2024-03-12,173.7335
2024-03-11,174.5247
2024-03-08,175.4503
2024-03-07,177.0438
2024-03-06,178.4701
2024-03-05,179.553
2024-03-04,180.6508
2024-03-01,181.3744
2024-02-29,181.7725
2024-02-28,182.1756
2024-02-27,182.5
2024-02-26,183.2281
2024-02-23,183.8661
2024-02-22,184.2776
2024-02-21,184.9662
2024-02-20,185.4322
2024-02-16,186.0415
2024-02-15,185.6644
2024-02-14,185.6845
2024-02-13,185.8321
2024-02-12,186.3225
2024-02-09,186.6561
2024-02-08,187.1909
2024-02-07,187.7709
2024-02-06,188.246
2024-02-05,189.0572
2024-02-02,189.4697
2024-02-01,190.4111
2024-01-31,190.6203
2024-01-30,190.0467
2024-01-29,189.174
2024-01-26,188.5825
2024-01-25,187.8141
2024-01-24,186.7336
2024-01-23,185.5905
2024-01-22,184.3047
2024-01-19,183.2798
2024-01-18,182.5661
2024-01-17,182.3802
2024-01-16,182.9647
2024-01-12,184.1317
2024-01-11,184.9349
2024-01-10,185.5264
2024-01-09,186.4468
2024-01-08,187.5661
2024-01-05,188.9593
2024-01-04,190.4414
2024-01-03,191.834
2024-01-02,193.0139
2023-12-29,194.0457
2023-12-28,194.4553
2023-12-27,194.5497
2023-12-26,194.6084
2023-12-22,194.5587
2023-12-21,194.4613
2023-12-20,194.2157
2023-12-19,193.9722
2023-12-18,193.3807
2023-12-15,192.7734
2023-12-14,192.0577
2023-12-13,191.2446
2023-12-12,190.8281
2023-12-11,190.5
2023-12-08,190.1829
2023-12-07,189.8519
2023-12-06,189.6392
2023-12-05,189.337
2023-12-04,189.3052
2023-12-01,189.332
2023-11-30,189.2565
2023-11-29,189.0582
2023-11-28,188.7401
2023-11-27,188.3464
2023-11-24,187.755
2023-11-22,186.9453
2023-11-21,186.0135
2023-11-20,184.7749
2023-11-17,183.4094
2023-11-16,181.7956
2023-11-15,180.3766
2023-11-14,178.6803
2023-11-13,176.8346
2023-11-10,175.143
2023-11-09,173.4258
2023-11-08,172.1759
2023-11-07,171.1365
2023-11-06,170.528
2023-11-03,169.9849
2023-11-02,170.0912
2023-11-01,170.1428
2023-10-31,170.5975
2023-10-30,171.3217
2023-10-27,172.0891
2023-10-26,173.5296
2023-10-25,174.4925
2023-10-24,175.12
2023-10-23,175.6213
2023-10-20,176.207
2023-10-19,176.0571
2023-10-18,175.8338
2023-10-17,175.388
2023-10-16,174.9522
2023-10-13,174.4032
2023-10-12,173.47
2023-10-11,172.4048
2023-10-10,171.8508
2023-10-09,171.5252
2023-10-06,171.2661
2023-10-05,171.3525
2023-10-04,171.4279
2023-10-03,172.239
2023-10-02,172.7617
2023-09-29,173.2839
2023-09-28,173.7266
2023-09-27,174.1893
2023-09-26,174.5754
2023-09-25,175.0391
2023-09-22,175.6218
2023-09-21,175.9871
2023-09-20,176.0497
2023-09-19,176.9571
2023-09-18,178.0253
2023-09-15,179.3164
2023-09-14,180.4441
2023-09-13,181.5302
2023-09-12,181.8464
2023-09-11,181.906
2023-09-08,181.6389
2023-09-07,181.8696
2023-09-06,182.2012
2023-09-05,181.0754
2023-09-01,179.764
2023-08-31,178.0579
2023-08-30,176.9957
2023-08-29,176.2203
2023-08-28,176.1394
2023-08-25,175.929
2023-08-24,175.923
2023-08-23,175.7805
2023-08-22,175.9896
2023-08-21,176.2266
2023-08-18,176.9031
2023-08-17,178.1907
2023-08-16,179.5976
2023-08-15,181.3495
2023-08-14,183.0462
2023-08-11,184.8159
2023-08-10,186.5123
2023-08-09,188.1521
2023-08-08,189.4211
2023-08-07,190.7734
2023-08-04,191.8917
2023-08-03,192.7423
2023-08-02,193.0913
2023-08-01,192.899
2023-07-31,192.613
2023-07-28,192.2005
2023-07-27,191.7603
2023-07-26,191.2131
2023-07-25,190.8175
2023-07-24,190.4041
2023-07-21,189.9926
2023-07-20,189.7259
2023-07-19,189.2054
2023-07-18,189.0533
2023-07-17,189.0959
2023-07-14,189.0691
2023-07-13,188.9551
2023-07-12,188.7003
2023-07-11,188.3246
2023-07-10,188.0936
2023-07-07,187.7258
2023-07-06,186.9653
2023-07-05,186.4756
2023-07-03,185.7662
2023-06-30,185.0673
2023-06-29,184.3068
2023-06-28,183.7407
2023-06-27,183.2321
2023-06-26,182.7741
2023-06-23,182.2457
2023-06-22,181.4867
2023-06-21,180.9613
2023-06-20,180.472
2023-06-16,180.2956
2023-06-15,179.7304
2023-06-14,179.1098
2023-06-13,178.5105
2023-06-12,177.9315
2023-06-09,177.1433
2023-06-08,176.2421
2023-06-07,175.5675
2023-06-06,175.041
2023-06-05,174.4477
2023-06-02,173.829
2023-06-01,173.0329
2023-05-31,172.4391
2023-05-30,171.9101
2023-05-26,171.5334
2023-05-25,171.5631
2023-05-24,171.682
2023-05-23,171.8495
2023-05-22,171.8177
2023-05-19,171.6453
2023-05-18,171.0849
2023-05-17,170.2581
2023-05-16,170.0157
2023-05-15,169.8039
2023-05-12,169.3959
2023-05-11,168.8641
2023-05-10,168.0067
2023-05-09,167.0202
2023-05-08,166.242
2023-05-05,165.5014
2023-05-04,164.9148
2023-05-03,165.0336
2023-05-02,164.6673
2023-05-01,164.2723
2023-04-28,163.8575
2023-04-27,163.4714
2023-04-26,163.1189
2023-04-25,162.9372
2023-04-24,162.6561
2023-04-21,162.3016
2023-04-20,162.0422
2023-04-19,161.9086
2023-04-18,161.9873
2023-04-17,161.8061
2023-04-14,161.5437
2023-04-13,161.2408
2023-04-12,161.017
2023-04-11,160.6953
2023-04-10,160.4567
2023-04-06,160.2032
2023-04-05,159.8468
2023-04-04,159.3082
2023-04-03,158.39
2023-03-31,157.4791
2023-03-30,156.8495
2023-03-29,155.9218
2023-03-28,155.1119
2023-03-27,154.4496
2023-03-24,153.2482
2023-03-23,152.3918
2023-03-22,151.8699
2023-03-21,151.2274
2023-03-20,150.869
2023-03-17,150.7418
2023-03-16,149.9463
2023-03-15,149.176
2023-03-14,148.7444
2023-03-13,148.3256
2023-03-10,148.3162
2023-03-09,148.0093
2023-03-08,147.6658
2023-03-07,147.2757
2023-03-06,146.9292
2023-03-03,146.7872
2023-03-02,147.3282
2023-03-01,148.1925
2023-02-28,148.7163
2023-02-27,149.1026
2023-02-24,149.2758
2023-02-23,149.9125
2023-02-22,150.2646
2023-02-21,150.4172
2023-02-17,150.6293
2023-02-16,150.1793
2023-02-15,149.7005
2023-02-14,148.7739
2023-02-13,147.8198
2023-02-10,147.2043
2023-02-09,146.5585
2023-02-08,145.5102
2023-02-07,144.226
2023-02-06,143.2044
2023-02-03,141.7755
2023-02-02,140.5151
2023-02-01,139.0501
2023-01-31,138.3428
2023-01-30,137.5648
2023-01-27,136.2871
2023-01-26,135.3702
2023-01-25,134.1919
2023-01-24,133.1411
2023-01-23,132.1684
2023-01-20,130.9712
2023-01-19,130.1656
2023-01-18,129.4548
2023-01-17,128.8088
2023-01-13,128.1742
2023-01-12,127.7748
2023-01-11,127.3586
2023-01-10,127.3715
2023-01-09,127.4367
2023-01-06,127.821
2023-01-05,128.51
2023-01-04,128.9311
2023-01-03,129.7437
2022-12-30,130.3768
2022-12-29,131.6323
2022-12-28,133.3484
2022-12-27,135.3086
2022-12-23,136.4277
2022-12-22,137.5566
2022-12-21,138.3482
2022-12-20,139.2586
2022-12-19,140.8092
2022-12-16,142.0607
2022-12-15,142.9775
2022-12-14,143.6794
2022-12-13,143.2884
2022-12-12,142.7734
