Date,Adjusted Close,EMA,Open,High,Low,Close,Effective_Fed_Rate,MACD,MACD_Signal,MACD_Hist,RSI,SMA
2025-01-10,218.94,224.0365,1.0299,1.03118,1.02124,1.0244,4.33,2.6063,3.8375,-1.2312,46.7336,224.0985
2025-01-08,222.13,224.6091,1.03398,1.03575,1.02728,1.03178,4.33,3.0743,4.1453,-1.071,49.8186,224.6465
2025-01-07,222.11,224.9256,1.03884,1.04344,1.0339,1.03394,4.33,3.4514,4.413,-0.9617,59.4771,224.829
2025-01-06,227.61,224.2646,1.0302,1.04368,1.0294,1.03898,4.33,3.4023,4.6535,-1.2511,57.7249,224.023
2025-01-03,224.19,223.7056,1.0264,1.031,1.02524,1.03066,4.33,3.4043,4.9663,-1.562,50.3499,223.836
2025-01-02,220.22,223.9724,1.03544,1.03756,1.02238,1.02619,4.33,3.7925,5.3568,-1.5642,49.4683,224.6625
2024-12-31,219.39,224.404,1.04054,1.04244,1.03438,1.03522,4.33,4.2813,5.7478,-1.4665,51.0749,225.6985
2024-12-30,221.3,224.7238,1.04275,1.04584,1.03714,1.04068,4.33,4.7476,6.1144,-1.3668,46.1882,226.425
2024-12-27,223.75,225.7602,1.04184,1.04441,1.04047,1.04239,4.33,5.5696,6.4562,-0.8866,55.7445,227.259
2024-12-26,227.05,225.7958,1.0403,1.04301,1.03901,1.0422,4.33,5.9736,6.6778,-0.7042,61.7651,227.682
2024-12-24,229.05,225.1949,1.04043,1.04099,1.03832,1.0401,4.33,6.1071,6.8539,-0.7467,59.6556,227.473
2024-12-23,225.06,224.8071,1.04304,1.04452,1.03838,1.04048,4.33,6.3475,7.0405,-0.693,57.0149,227.388
2024-12-20,224.92,224.762,1.03616,1.04475,1.03426,1.04244,4.33,6.7586,7.2138,-0.4552,48.9607,227.608
2024-12-19,223.29,225.8558,1.03513,1.04224,1.03457,1.03605,4.33,7.7113,7.3276,0.3837,58.6617,227.699
2024-12-18,220.52,226.066,1.04904,1.05127,1.03436,1.03507,4.58,8.299,7.2317,1.0673,73.8914,227.011
2024-12-17,231.15,225.0207,1.05099,1.05341,1.04788,1.04903,4.58,8.3317,6.9648,1.3669,78.994,225.53
2024-12-16,232.93,223.383,1.04865,1.05248,1.04742,1.05121,4.58,8.0873,6.6231,1.4642,77.096,223.322
2024-12-13,227.46,221.8615,1.04655,1.05242,1.04527,1.05017,4.58,7.8777,6.2571,1.6206,75.4013,221.295
2024-12-12,228.97,220.4085,1.04935,1.05309,1.04634,1.0469,4.58,7.6819,5.8519,1.83,79.5404,219.038
2024-12-11,230.26,218.3148,1.05259,1.05394,1.04797,1.04933,4.58,7.1746,5.3944,1.7802,76.7991,216.753
2024-12-10,225.04,216.5159,1.05519,1.05681,1.0498,1.05268,4.58,6.771,4.9494,1.8216,76.5343,214.302
2024-12-09,226.09,214.3883,1.05574,1.05945,1.05317,1.05531,4.58,6.1899,4.494,1.6959,79.3881,211.621
2024-12-06,227.03,211.539,1.05839,1.06298,1.05419,1.05673,4.58,5.2442,4.07,1.1742,74.4407,208.725
2024-12-05,220.55,209.4922,1.05071,1.05896,1.05054,1.0584,4.58,4.6186,3.7765,0.8421,71.8833,206.999
2024-12-04,218.16,207.5949,1.05065,1.05441,1.04718,1.05114,4.58,4.0298,3.5659,0.4639,69.8147,205.494
2024-12-03,213.44,205.7359,1.0497,1.05351,1.04806,1.05073,4.58,3.4305,3.45,-0.0195,63.1555,203.831
2024-12-02,210.71,204.7195,1.05695,1.05742,1.04603,1.04966,4.58,3.1909,3.4548,-0.2639,62.6967,203.215
2024-11-29,207.89,203.5549,1.05511,1.05971,1.05411,1.05748,4.58,2.8744,3.5208,-0.6464,57.0116,202.895
2024-11-27,205.74,203.0494,1.04868,1.05878,1.0474,1.0566,4.58,2.8491,3.6824,-0.8333,59.2755,203.728
2024-11-26,207.86,202.1759,1.04929,1.05448,1.04246,1.04879,4.58,2.6582,3.8908,-1.2325,51.641,203.97
2024-11-25,201.45,202.2372,1.04829,1.05303,1.04486,1.04942,4.58,2.8932,4.1989,-1.3057,47.032,204.617
2024-11-22,197.12,202.8943,1.04734,1.04981,1.03325,1.04193,4.58,3.4178,4.5253,-1.1075,45.1834,205.539
2024-11-21,198.38,203.9264,1.05427,1.0555,1.04618,1.04738,4.58,4.1425,4.8022,-0.6597,53.7764,206.686
2024-11-20,202.88,204.0234,1.05931,1.061,1.05065,1.05432,4.58,4.4737,4.9671,-0.4934,52.9933,207.081
2024-11-19,204.61,204.2553,1.05979,1.0601,1.05229,1.05937,4.58,4.8834,5.0905,-0.2071,47.2356,206.784
2024-11-18,201.7,205.3498,1.05294,1.06072,1.0528,1.05979,4.58,5.7068,5.1422,0.5645,55.2834,206.455
2024-11-15,202.61,205.6164,1.0529,1.0593,1.05159,1.05394,4.58,6.184,5.0011,1.1829,60.2894,205.685
2024-11-14,211.48,205.3622,1.05627,1.05825,1.04958,1.0529,4.58,6.4375,4.7054,1.7321,78.4058,204.909
2024-11-13,214.1,203.4072,1.06202,1.0654,1.05555,1.05622,4.58,5.9138,4.2724,1.6415,73.8582,202.544
2024-11-12,208.91,202.0755,1.06534,1.06631,1.05946,1.06216,4.58,5.6441,3.862,1.7821,72.7402,201.0735
2024-11-11,206.84,200.6767,1.0707,1.0728,1.06283,1.06533,4.58,5.3227,3.4165,1.9062,73.0953,199.0945
2024-11-08,208.18,198.9381,1.08021,1.0805,1.06865,1.07182,4.58,4.8217,2.9399,1.8818,76.2387,197.201
2024-11-07,210.05,196.5422,1.07262,1.08247,1.07125,1.08038,4.83,3.988,2.4694,1.5185,74.386,195.014
2024-11-06,207.09,194.1204,1.09265,1.09369,1.06822,1.07269,4.83,3.098,2.0898,1.0082,66.7917,192.795
2024-11-05,199.5,192.8117,1.08757,1.09365,1.08721,1.09288,4.83,2.6734,1.8378,0.8356,61.2696,191.679
2024-11-04,195.78,192.0942,1.0879,1.09147,1.08695,1.08767,4.83,2.4969,1.6289,0.868,62.2315,190.91
2024-11-01,197.93,191.1263,1.08821,1.09057,1.08315,1.0834,4.83,2.1934,1.4119,0.7816,68.2268,190.07
2024-10-31,186.4,189.3766,1.08571,1.08881,1.08438,1.0882,4.83,1.5147,1.2165,0.2982,55.3323,188.885
2024-10-30,192.73,189.1247,1.08147,1.08713,1.08076,1.08569,4.83,1.4907,1.1419,0.3488,67.4818,188.656
2024-10-29,190.83,187.8869,1.08134,1.08263,1.07687,1.0814,4.83,1.0123,1.0547,-0.0425,54.2801,187.8915
2024-10-28,188.39,187.7328,1.07935,1.08276,1.07817,1.08134,4.83,1.0095,1.0653,-0.0558,57.6746,187.7965
2024-10-25,187.83,187.3257,1.0828,1.08393,1.07927,1.0793,4.83,0.8911,1.0793,-0.1882,53.0763,187.818
2024-10-24,186.38,187.2092,1.07824,1.083,1.07702,1.08278,4.83,0.9016,1.1263,-0.2248,44.9102,187.696
2024-10-23,184.71,187.6445,1.0798,1.08067,1.07609,1.0783,4.83,1.1665,1.1825,-0.016,57.3469,187.884
2024-10-22,189.7,187.3767,1.08149,1.08381,1.07922,1.07982,4.83,1.1212,1.1865,-0.0653,55.8175,187.281
2024-10-21,189.07,187.1604,1.0866,1.0872,1.08108,1.08147,4.83,1.098,1.2028,-0.1049,54.9451,186.6375
2024-10-18,188.99,186.9627,1.08316,1.08694,1.0825,1.0865,4.83,1.0829,1.2291,-0.1461,52.4079,186.1275
2024-10-17,187.53,186.9211,1.08627,1.08737,1.08106,1.08318,4.83,1.1396,1.2656,-0.126,55.7682,185.9875
2024-10-16,186.89,186.6324,1.08918,1.09014,1.0853,1.08628,4.83,1.0863,1.2971,-0.2108,52.7892,185.47
2024-10-15,187.69,186.5396,1.09077,1.09167,1.08816,1.08919,4.83,1.1217,1.3498,-0.2281,54.4246,185.209
2024-10-14,187.54,186.2973,1.09312,1.09366,1.0888,1.09059,4.83,1.0915,1.4068,-0.3153,60.6979,184.936
2024-10-11,188.82,185.5234,1.0935,1.09537,1.09257,1.09353,4.83,0.8182,1.4856,-0.6674,53.6537,184.672
2024-10-10,186.65,185.2774,1.09405,1.09548,1.08998,1.09349,4.83,0.7782,1.6525,-0.8743,55.0636,185.077
2024-10-09,185.17,184.8657,1.09785,1.0981,1.09359,1.09403,4.83,0.6649,1.8711,-1.2062,43.5572,185.795
2024-10-08,182.72,185.3204,1.09735,1.09971,1.09606,1.09778,4.83,0.9494,2.1726,-1.2233,40.687,186.888
2024-10-07,180.8,186.0771,1.09682,1.0987,1.0954,1.09733,4.83,1.3909,2.4785,-1.0876,42.9342,188.1235
2024-10-04,186.51,186.772,1.10318,1.10396,1.0951,1.09739,4.83,1.8287,2.7503,-0.9216,49.6047,188.9925
2024-10-03,181.96,186.9991,1.10478,1.1049,1.1008,1.10321,4.83,2.076,2.9808,-0.9048,41.7338,189.4405
2024-10-02,184.76,187.8778,1.10685,1.10828,1.10323,1.10474,4.83,2.6367,3.207,-0.5703,44.9956,190.14
2024-10-01,185.13,188.6418,1.1135,1.1144,1.10455,1.10676,4.83,3.172,3.3495,-0.1775,46.064,190.341
2024-09-30,186.33,189.4733,1.11583,1.12089,1.11132,1.11349,4.83,3.7623,3.3939,0.3685,51.4147,190.536
2024-09-27,187.97,189.9918,1.11747,1.1203,1.11247,1.1161,4.83,4.233,3.3018,0.9312,61.5902,190.351
2024-09-26,191.16,189.8389,1.11325,1.11893,1.11255,1.11748,4.83,4.4117,3.069,1.3427,75.3534,189.983
2024-09-25,192.53,188.8453,1.11786,1.1214,1.1121,1.1133,4.83,4.206,2.7333,1.4727,74.5642,189.032
2024-09-24,193.96,187.7554,1.11118,1.1181,1.11029,1.11783,4.83,3.9393,2.3651,1.5742,76.6143,187.6665
2024-09-23,193.88,186.3077,1.11612,1.11672,1.10829,1.1111,4.83,3.4887,1.9715,1.5172,73.2688,185.9885
2024-09-20,191.6,185.1227,1.11612,1.11819,1.11357,1.11617,4.83,3.1306,1.5922,1.5384,71.2868,184.2775
2024-09-19,189.87,183.9877,1.11156,1.1179,1.10681,1.11613,4.83,2.7716,1.2077,1.5639,71.0262,182.9785
2024-09-18,186.43,182.6428,1.1113,1.11891,1.10965,1.11156,5.33,2.2923,0.8167,1.4756,65.7398,181.4745
2024-09-17,186.88,181.7967,1.11302,1.11461,1.11106,1.11127,5.33,2.0128,0.4478,1.565,66.965,180.2775
2024-09-16,184.89,180.6738,1.10745,1.11376,1.10743,1.1131,5.33,1.586,0.0565,1.5295,64.6527,179.3475
2024-09-13,186.49,179.648,1.10735,1.11019,1.107,1.10737,5.33,1.1771,-0.3259,1.5029,69.4484,178.0965
2024-09-12,187.0,178.0142,1.10124,1.10751,1.10052,1.10735,5.33,0.4639,-0.7016,1.1654,66.5778,176.7185
2024-09-11,184.52,176.5062,1.10192,1.1055,1.10017,1.10128,5.33,-0.2292,-0.9929,0.7637,59.199,175.6075
2024-09-10,179.55,175.7087,1.10364,1.10498,1.10149,1.1019,5.33,-0.6314,-1.1839,0.5525,54.1556,175.013
2024-09-09,175.4,175.3129,1.10826,1.10911,1.1033,1.10357,5.33,-0.8703,-1.322,0.4517,47.5219,174.934
2024-09-06,171.39,175.4868,1.11083,1.11556,1.10653,1.1083,5.33,-0.8612,-1.4349,0.5737,53.9551,175.215
2024-09-05,177.89,175.0972,1.10831,1.11197,1.10744,1.1108,5.33,-1.1131,-1.5783,0.4653,48.7988,175.629
2024-09-04,173.33,175.1188,1.10445,1.10952,1.10382,1.1082,5.33,-1.1902,-1.6946,0.5044,47.5722,176.121
2024-09-03,176.25,175.2608,1.10701,1.1073,1.1026,1.1045,5.33,-1.2184,-1.8207,0.6024,54.5111,176.465
2024-08-30,178.5,174.7521,1.10779,1.1095,1.10436,1.10465,5.33,-1.5492,-1.9713,0.4221,42.8555,176.474
2024-08-29,172.12,175.1904,1.11188,1.11399,1.10553,1.1078,5.33,-1.4633,-2.0769,0.6135,43.7869,176.9
2024-08-28,170.8,175.6282,1.11827,1.1185,1.11046,1.11188,5.33,-1.3772,-2.2302,0.8531,44.7213,177.064
2024-08-27,173.12,176.0589,1.11604,1.11906,1.11501,1.11824,5.33,-1.295,-2.4435,1.1485,45.5781,176.906
2024-08-26,175.5,176.4831,1.11903,1.12015,1.11498,1.11604,5.33,-1.2182,-2.7306,1.5124,50.3949,176.272
2024-08-23,177.04,176.4349,1.11112,1.1201,1.11052,1.11913,5.33,-1.3621,-3.1087,1.7466,51.6274,175.416
2024-08-22,176.13,176.2338,1.11482,1.11649,1.10976,1.11108,5.33,-1.591,-3.5454,1.9544,59.9579,174.322
2024-08-21,180.11,175.0902,1.11285,1.11741,1.10992,1.11481,5.33,-2.2715,-4.034,1.7625,57.74,172.7005
2024-08-20,178.88,174.0169,1.10835,1.11304,1.10716,1.11286,5.33,-2.9582,-4.4746,1.5163,54.6427,171.3635
2024-08-19,178.22,173.1496,1.10247,1.10864,1.10215,1.1083,5.33,-3.5882,-4.8537,1.2655,54.22,169.7425
2024-08-16,177.06,172.1517,1.09719,1.10297,1.09702,1.10253,5.33,-4.3115,-5.1701,0.8586,53.382,167.3995
2024-08-15,177.59,171.0654,1.10111,1.1016,1.0949,1.09717,5.33,-5.1109,-5.3847,0.2738,50.4139,166.3705
2024-08-14,170.1,170.2221,1.09914,1.10264,1.0986,1.10253,5.33,-5.8349,-5.4531,-0.3818,46.5503,167.813
2024-08-13,170.23,169.8026,1.09314,1.09997,1.09134,1.09914,5.33,-6.3942,-5.3577,-1.0365,39.9679,169.107
2024-08-12,166.8,170.2454,1.09183,1.09395,1.09097,1.09317,5.33,-6.5772,-5.0986,-1.4786,40.3108,170.798
2024-08-09,166.94,170.7133,1.09162,1.09314,1.09087,1.09148,5.33,-6.7487,-4.7289,-2.0198,37.7776,172.368
2024-08-08,165.8,171.6718,1.09228,1.09451,1.08812,1.09164,5.33,-6.6923,-4.224,-2.4683,36.0438,173.767
2024-08-07,162.77,173.1178,1.09285,1.09366,1.0905,1.09226,5.33,-6.3971,-3.6069,-2.7902,37.0868,175.5415
2024-08-06,161.93,174.5773,1.09526,1.09631,1.09035,1.0929,5.33,-6.0684,-2.9093,-3.1591,30.7874,177.2065
2024-08-05,161.02,177.4367,1.09195,1.1009,1.08923,1.09524,5.33,-5.0678,-2.1196,-2.9483,19.5536,179.4455
2024-08-02,167.9,182.5981,1.07909,1.0927,1.07816,1.09098,5.33,-2.9533,-1.3825,-1.5708,25.8728,182.5245
2024-08-01,184.07,186.1199,1.08269,1.08354,1.07772,1.0791,5.33,-1.4883,-0.9898,-0.4985,54.2048,183.9635
2024-07-31,186.98,185.4166,1.08128,1.08494,1.08017,1.08268,5.33,-1.8912,-0.8652,-1.0261,43.7949,183.994
2024-07-30,181.71,185.4981,1.08225,1.08358,1.0798,1.08131,5.33,-1.9468,-0.6086,-1.3381,42.8844,184.624
2024-07-29,183.2,185.671,1.08557,1.087,1.08025,1.08223,5.33,-1.9558,-0.2741,-1.6817,40.574,185.711
2024-07-26,182.5,186.0779,1.08448,1.08683,1.08418,1.0855,5.33,-1.8492,0.1463,-1.9955,30.6797,186.783
2024-07-25,179.85,187.3418,1.08393,1.08701,1.08278,1.08449,5.33,-1.335,0.6452,-1.9803,34.4504,188.224
2024-07-24,180.83,188.3267,1.08534,1.08666,1.08253,1.084,5.33,-0.9159,1.1403,-2.0562,34.8946,189.942
2024-07-23,186.41,189.4659,1.08894,1.08968,1.08436,1.08531,5.33,-0.3972,1.6543,-2.0515,36.1982,191.6215
2024-07-22,182.55,190.6584,1.08844,1.0903,1.08727,1.089,5.33,0.179,2.1672,-1.9881,37.4577,193.1515
2024-07-19,183.13,191.9158,1.08974,1.0902,1.08753,1.08822,5.33,0.8203,2.6642,-1.8439,27.7552,194.6555
2024-07-18,183.75,194.3104,1.09378,1.0941,1.0893,1.08975,5.33,2.0199,3.1252,-1.1054,39.9728,196.4065
2024-07-17,187.93,195.3594,1.08988,1.09481,1.08949,1.09378,5.33,2.6612,3.4016,-0.7404,43.5678,197.4415
2024-07-16,193.02,196.2504,1.08946,1.09056,1.08712,1.08977,5.33,3.2618,3.5867,-0.3248,54.1216,198.0345
2024-07-15,192.72,196.3971,1.08882,1.09223,1.08829,1.08946,5.33,3.5493,3.6679,-0.1185,51.5559,197.8245
2024-07-12,194.49,196.8053,1.08659,1.09114,1.086,1.09054,5.33,3.9696,3.6975,0.2721,52.1677,198.1415
2024-07-11,195.05,197.251,1.08289,1.08999,1.0828,1.08659,5.33,4.4237,3.6295,0.7942,68.2291,198.162
2024-07-10,199.79,196.6201,1.08139,1.08305,1.08105,1.08289,5.33,4.4004,3.4309,0.9695,68.0702,196.845
2024-07-09,199.34,195.8701,1.08244,1.08333,1.0805,1.0814,5.33,4.3164,3.1885,1.1278,67.144,195.5265
2024-07-08,199.29,195.0857,1.08178,1.08451,1.08143,1.08241,5.33,4.2069,2.9066,1.3003,69.084,194.5195
2024-07-05,200.0,193.9847,1.08111,1.08426,1.07968,1.0837,5.33,3.9408,2.5815,1.3593,67.2335,193.2955
2024-07-03,197.59,192.948,1.07446,1.08169,1.0736,1.07855,5.33,3.6853,2.2417,1.4437,70.7717,191.7215
2024-07-02,200.0,191.3942,1.07384,1.07472,1.07097,1.07446,5.33,3.1744,1.8807,1.2936,67.6082,190.101
2024-07-01,197.2,190.0862,1.0738,1.07765,1.07195,1.07384,5.33,2.7468,1.5573,1.1895,62.3878,188.625
2024-06-28,193.25,189.3298,1.0705,1.07248,1.06851,1.07112,5.33,2.5471,1.26,1.2871,74.4723,187.584
2024-06-27,197.85,187.4631,1.06795,1.07264,1.06767,1.07048,5.33,1.8234,0.9382,0.8852,71.2513,186.42
2024-06-26,193.61,185.7872,1.07123,1.0718,1.06658,1.06799,5.33,1.1506,0.7169,0.4337,56.6434,185.721
2024-06-25,186.34,185.5354,1.07329,1.07442,1.06903,1.07123,5.33,1.0983,0.6085,0.4898,56.3719,185.735
2024-06-24,185.57,185.2522,1.06906,1.07465,1.06834,1.07332,5.33,1.0268,0.486,0.5408,64.7275,185.461
2024-06-21,189.08,184.346,1.07039,1.07206,1.06707,1.0691,5.33,0.6641,0.3508,0.3132,61.6189,185.018
2024-06-20,186.1,183.5784,1.07441,1.0749,1.06994,1.0704,5.33,0.3472,0.2725,0.0747,48.5849,184.4125
2024-06-18,182.81,183.727,1.07314,1.07615,1.07098,1.074,5.33,0.4356,0.2538,0.1817,51.2263,184.1315
2024-06-17,184.06,183.7252,1.07045,1.0738,1.06862,1.07313,5.33,0.4581,0.2084,0.2496,47.4386,183.522
2024-06-14,183.66,183.993,1.07386,1.0745,1.06673,1.07025,5.33,0.6038,0.146,0.4578,49.0177,183.04
2024-06-13,183.83,184.1959,1.0812,1.08164,1.07309,1.07388,5.33,0.724,0.0316,0.6925,58.4254,182.562
2024-06-12,186.89,183.775,1.07425,1.08523,1.07343,1.08109,5.33,0.5604,-0.1416,0.702,65.6812,182.084
2024-06-11,187.23,182.8328,1.07649,1.07734,1.0719,1.07416,5.33,0.1475,-0.3171,0.4646,63.6665,181.4525
2024-06-10,187.06,181.8934,1.07713,1.07817,1.07325,1.07648,5.33,-0.2844,-0.4332,0.1488,56.4651,180.7395
2024-06-07,184.3,181.4097,1.08893,1.0902,1.07993,1.08,5.33,-0.5272,-0.4704,-0.0567,59.4068,180.4975
2024-06-06,185.0,180.6341,1.087,1.0902,1.08617,1.08891,5.33,-0.9138,-0.4562,-0.4576,50.6028,180.3735
2024-06-05,181.28,180.3873,1.08788,1.08915,1.08541,1.08702,5.33,-1.0729,-0.3418,-0.731,45.0058,180.587
2024-06-04,179.34,180.4511,1.09017,1.0916,1.08585,1.08786,5.33,-1.0927,-0.1591,-0.9336,35.1103,180.807
2024-06-03,178.34,181.0758,1.08462,1.09045,1.0826,1.09028,5.33,-0.8517,0.0743,-0.926,35.2495,181.477
2024-05-31,176.44,181.826,1.08334,1.08823,1.08109,1.0845,5.33,-0.5378,0.3058,-0.8436,36.5541,182.083
2024-05-30,179.32,182.6095,1.08032,1.08451,1.07879,1.08334,5.33,-0.1904,0.5167,-0.7071,43.8879,182.813
2024-05-29,182.02,182.8983,1.08572,1.08604,1.07991,1.08029,5.33,-0.0507,0.6935,-0.7442,44.9393,183.279
2024-05-28,182.15,183.1646,1.08563,1.0889,1.08542,1.08569,5.33,0.0886,0.8796,-0.7909,38.9671,183.491
2024-05-24,180.75,183.8834,1.08144,1.0858,1.08052,1.0845,5.33,0.4454,1.0773,-0.6319,43.051,184.298
2024-05-23,181.05,184.3797,1.08233,1.0861,1.08045,1.08142,5.33,0.7192,1.2353,-0.5161,48.3841,185.049
2024-05-22,183.13,184.5397,1.08551,1.08635,1.0817,1.08233,5.33,0.8535,1.3643,-0.5109,48.9818,185.571
2024-05-21,183.15,184.6862,1.08593,1.08748,1.08424,1.0855,5.33,0.9901,1.4921,-0.502,44.5545,185.927
2024-05-20,183.54,185.2165,1.08688,1.08845,1.0853,1.08592,5.33,1.3109,1.6176,-0.3067,49.5512,186.589
2024-05-17,184.7,185.4113,1.0866,1.08786,1.08353,1.08674,5.33,1.4936,1.6942,-0.2006,48.0607,186.783
2024-05-16,183.63,185.7783,1.08828,1.0895,1.0854,1.08656,5.33,1.7641,1.7444,0.0197,52.4884,187.106
2024-05-15,185.99,185.8179,1.08171,1.0886,1.08128,1.08832,5.33,1.8964,1.7394,0.157,53.3784,186.631
2024-05-14,187.07,185.7841,1.07896,1.08257,1.07668,1.08163,5.33,2.0,1.7002,0.2998,48.842,186.1975
2024-05-13,186.57,186.2205,1.07706,1.08068,1.07655,1.07883,5.33,2.322,1.6253,0.6968,58.8639,185.9245
2024-05-10,187.48,185.8251,1.07805,1.07901,1.07602,1.07694,5.33,2.2737,1.4511,0.8227,62.0435,185.3995
2024-05-09,189.5,185.084,1.07475,1.07847,1.07236,1.07807,5.33,2.0609,1.2454,0.8155,61.5928,184.263
2024-05-08,188.0,184.2405,1.07553,1.07575,1.0733,1.07474,5.33,1.7877,1.0415,0.7462,59.3592,182.343
2024-05-07,188.76,183.5295,1.07685,1.07874,1.07477,1.07559,5.33,1.5597,0.855,0.7047,62.7339,181.593
2024-05-06,188.7,182.3316,1.0763,1.07907,1.0755,1.07689,5.33,1.0952,0.6788,0.4164,58.991,180.509
