Date,SMA
2023-11-24,368.1857
2023-11-22,366.6241
2023-11-21,364.9347
2023-11-20,363.2508
2023-11-17,361.4195
2023-11-16,358.9738
2023-11-15,356.5543
2023-11-14,353.3666
2023-11-13,350.187
2023-11-10,346.7455
2023-11-09,343.6743
2023-11-08,341.5229
2023-11-07,339.8758
2023-11-06,337.0977
2023-11-03,334.3315
2023-11-02,332.5608
2023-11-01,331.0689
2023-10-31,330.3472
2023-10-30,329.4317
2023-10-27,329.1984
2023-10-26,329.3916
2023-10-25,328.4055
2023-10-24,327.0401
2023-10-23,327.0065
2023-10-20,326.9353
2023-10-19,325.4355
2023-10-18,324.1443
2023-10-17,322.3193
2023-10-16,321.4532
2023-10-13,319.993
2023-10-12,318.5466
2023-10-11,316.6113
2023-10-10,314.7417
2023-10-09,313.1767
2023-10-06,312.3699
2023-10-05,312.8415
2023-10-04,312.8583
2023-10-03,314.3888
2023-10-02,314.9167
2023-09-29,316.0557
2023-09-28,317.9509
2023-09-27,320.7348
2023-09-26,322.6142
2023-09-25,324.6592
2023-09-22,326.7008
2023-09-21,327.5679
2023-09-20,328.7572
2023-09-19,329.1398
2023-09-18,329.4196
2023-09-15,329.7666
2023-09-14,329.0034
2023-09-13,327.9675
2023-09-12,327.0352
2023-09-11,326.0312
2023-09-08,324.4721
2023-09-07,324.745
2023-09-06,324.0064
2023-09-05,323.2274
2023-09-01,322.1329
2023-08-31,320.47
2023-08-30,319.6138
2023-08-29,318.8358
2023-08-28,318.8789
2023-08-25,318.3894
2023-08-24,318.2027
2023-08-23,317.4587
2023-08-22,317.6523
2023-08-21,317.7282
2023-08-18,318.6916
2023-08-17,320.3414
2023-08-16,320.813
2023-08-15,322.0116
2023-08-14,323.2142
2023-08-11,324.7463
2023-08-10,326.0693
2023-08-09,327.4963
2023-08-08,328.9732
2023-08-07,330.9612
2023-08-04,332.6857
2023-08-03,334.3895
2023-08-02,337.1094
2023-08-01,339.8836
2023-07-31,340.9333
2023-07-28,341.7974
2023-07-27,343.1707
2023-07-26,343.0799
2023-07-25,342.6024
2023-07-24,341.019
2023-07-21,339.9091
2023-07-20,338.9393
2023-07-19,337.3342
2023-07-18,334.704
2023-07-17,334.0489
2023-07-14,333.2668
2023-07-13,331.9961
2023-07-12,331.5126
2023-07-11,331.045
2023-07-10,331.3074
2023-07-07,331.2838
2023-07-06,330.7707
2023-07-05,330.679
2023-07-03,331.0953
2023-06-30,332.292
2023-06-29,332.2654
2023-06-28,332.2289
2023-06-27,332.2097
2023-06-26,331.8861
2023-06-23,331.0248
2023-06-22,329.9963
2023-06-21,329.7526
2023-06-20,329.65
2023-06-16,329.2465
2023-06-15,327.5622
2023-06-14,326.4227
2023-06-13,326.2204
2023-06-12,326.2959
2023-06-09,325.846
2023-06-08,325.6734
2023-06-07,324.7652
2023-06-06,323.6189
2023-06-05,321.9683
2023-06-02,320.1452
2023-06-01,318.2
2023-05-31,316.8543
2023-05-30,314.5724
2023-05-26,311.9281
2023-05-25,310.533
2023-05-24,309.1706
2023-05-23,308.502
2023-05-22,307.2495
2023-05-19,306.3478
2023-05-18,305.1954
2023-05-17,304.3123
2023-05-16,303.6875
2023-05-15,303.4837
2023-05-12,303.2745
2023-05-11,302.6307
2023-05-10,301.2397
2023-05-09,300.0663
2023-05-08,297.2616
2023-05-05,294.5013
2023-05-04,292.4625
2023-05-03,290.3962
2023-05-02,288.3653
2023-05-01,286.7715
2023-04-28,285.0941
2023-04-27,283.4196
2023-04-26,282.2008
2023-04-25,281.0284
2023-04-24,281.6427
2023-04-21,282.3434
2023-04-20,282.1662
2023-04-19,282.2252
2023-04-18,282.3473
2023-04-17,281.8502
2023-04-14,281.2398
2023-04-13,280.9671
2023-04-12,280.5114
2023-04-11,279.6254
2023-04-10,279.1085
2023-04-06,277.9304
2023-04-05,277.4116
2023-04-04,276.186
2023-04-03,274.9702
2023-03-31,274.031
2023-03-30,273.4926
2023-03-29,271.6197
2023-03-28,269.7512
2023-03-27,267.8769
2023-03-24,264.6184
2023-03-23,262.0431
2023-03-22,259.8656
2023-03-21,257.9597
2023-03-20,256.1306
2023-03-17,254.1072
2023-03-16,251.5407
2023-03-15,249.7043
2023-03-14,248.7966
2023-03-13,248.0406
2023-03-10,248.5387
2023-03-09,248.4285
2023-03-08,248.4029
2023-03-07,248.4078
2023-03-06,248.2286
2023-03-03,248.5205
2023-03-02,249.6851
2023-03-01,251.8282
2023-02-28,253.9175
2023-02-27,255.6792
2023-02-24,256.5072
2023-02-23,258.7862
2023-02-22,260.455
2023-02-21,261.0244
2023-02-17,261.252
2023-02-16,261.2026
2023-02-15,260.6265
2023-02-14,258.5647
2023-02-13,255.6954
2023-02-10,253.4242
2023-02-09,252.1928
2023-02-08,249.2322
2023-02-07,245.4301
2023-02-06,243.6596
2023-02-03,242.0551
2023-02-02,239.631
2023-02-01,237.1722
2023-01-31,236.5403
2023-01-30,236.0022
2023-01-27,235.2649
2023-01-26,233.9167
2023-01-25,232.703
2023-01-24,232.0427
2023-01-23,230.4666
2023-01-20,228.6893
2023-01-19,227.9376
2023-01-18,227.7898
2023-01-17,227.9386
2023-01-13,227.9622
2023-01-12,227.8294
2023-01-11,227.9895
2023-01-10,228.7171
2023-01-09,229.5375
2023-01-06,230.9913
2023-01-05,232.8266
2023-01-04,234.0245
2023-01-03,235.2603
2022-12-30,235.7975
2022-12-29,237.3205
2022-12-28,239.4297
2022-12-27,241.8649
2022-12-23,242.7236
2022-12-22,243.5667
2022-12-21,243.9187
2022-12-20,244.227
2022-12-19,245.3484
2022-12-16,246.0505
2022-12-15,246.1752
2022-12-14,246.1899
2022-12-13,244.5638
2022-12-12,242.5714
2022-12-09,242.4374
2022-12-08,242.6942
2022-12-07,242.7202
2022-12-06,242.5984
2022-12-05,241.6764
2022-12-02,240.8417
2022-12-01,239.6595
2022-11-30,238.5715
2022-11-29,239.0036
2022-11-28,238.9944
2022-11-25,238.624
2022-11-23,237.3926
2022-11-22,235.5885
2022-11-21,234.0634
2022-11-18,232.0933
2022-11-17,229.4843
2022-11-16,227.6866
2022-11-15,226.3144
2022-11-14,225.2314
2022-11-11,224.426
2022-11-10,222.7859
2022-11-09,222.356
2022-11-08,222.7281
2022-11-07,224.5455
2022-11-04,226.6772
2022-11-03,228.3605
2022-11-02,229.8958
2022-11-01,230.6381
2022-10-31,231.4841
2022-10-28,231.6858
2022-10-27,232.5965
2022-10-26,231.5007
2022-10-25,230.9357
2022-10-24,229.0126
2022-10-21,227.9639
2022-10-20,228.5673
2022-10-19,229.758
2022-10-18,230.6343
2022-10-17,230.8155
2022-10-14,230.7753
2022-10-13,231.0446
2022-10-12,232.909
2022-10-11,234.0263
2022-10-10,235.2366
2022-10-07,235.6278
2022-10-06,235.4944
2022-10-05,234.5094
2022-10-04,234.3409
2022-10-03,234.0447
2022-09-30,234.7356
2022-09-29,235.3201
2022-09-28,236.3855
2022-09-27,238.0227
2022-09-26,239.8695
2022-09-23,242.6832
2022-09-22,244.7356
2022-09-21,246.6587
2022-09-20,247.68
2022-09-19,249.0641
2022-09-16,250.9471
2022-09-15,252.3777
