Date,EMA
2022-10-11,233.5435
2022-10-10,235.9121
2022-10-07,237.6255
2022-10-06,238.0111
2022-10-05,236.9531
2022-10-04,236.082
2022-10-03,235.2133
2022-09-30,236.2579
2022-09-29,236.9079
2022-09-28,237.5718
2022-09-27,238.8358
2022-09-26,239.691
2022-09-23,241.3748
2022-09-22,242.8899
2022-09-21,245.105
2022-09-20,246.4199
2022-09-19,248.5066
2022-09-16,250.9701
2022-09-15,253.5905
2022-09-14,255.5941
2022-09-13,257.2249
2022-09-12,258.0626
2022-09-09,257.5763
2022-09-08,258.1308
2022-09-07,259.4592
2022-09-06,261.6943
2022-09-02,264.0996
2022-09-01,265.8438
2022-08-31,268.5902
2022-08-30,270.5283
2022-08-29,272.6185
2022-08-26,275.3516
2022-08-25,275.8132
2022-08-24,276.7582
2022-08-23,278.331
2022-08-22,280.0292
2022-08-19,280.8775
2022-08-18,280.4303
2022-08-17,279.6032
2022-08-16,278.69
2022-08-15,277.2192
2022-08-12,275.6366
2022-08-11,274.2494
2022-08-10,272.0394
2022-08-09,269.9201
2022-08-08,269.1821
2022-08-05,267.3226
2022-08-04,266.1138
2022-08-03,264.0609
2022-08-02,262.6462
2022-08-01,261.0822
2022-07-29,258.7754
2022-07-28,255.982
2022-07-27,254.2942
2022-07-26,254.0965
2022-07-25,254.1371
2022-07-22,253.9403
2022-07-21,252.778
2022-07-20,252.5408
2022-07-19,252.227
2022-07-18,252.3483
2022-07-15,252.0244
2022-07-14,252.5035
2022-07-13,254.2073
2022-07-12,256.3723
2022-07-11,255.6114
2022-07-08,254.7315
2022-07-07,253.8427
2022-07-06,252.6848
2022-07-05,251.5671
2022-07-01,251.849
2022-06-30,252.1437
2022-06-29,252.3605
2022-06-28,252.5082
2022-06-27,251.3013
2022-06-24,248.9087
2022-06-23,247.3736
2022-06-22,246.8517
2022-06-21,247.013
2022-06-17,247.5651
2022-06-16,249.4461
2022-06-15,251.4671
2022-06-14,253.4314
2022-06-13,256.7984
2022-06-10,260.6422
2022-06-09,261.981
2022-06-08,262.0541
2022-06-07,261.29
2022-06-06,261.458
2022-06-03,260.4855
2022-06-02,259.6768
2022-06-01,259.9608
2022-05-31,257.9748
2022-05-27,256.1261
2022-05-26,254.746
2022-05-25,254.4077
2022-05-24,254.891
2022-05-23,255.5359
2022-05-20,256.8453
2022-05-19,258.0656
2022-05-18,260.2824
2022-05-17,261.0159
2022-05-16,261.3777
2022-05-13,263.1531
2022-05-12,265.8874
2022-05-11,269.1556
2022-05-10,271.4194
2022-05-09,272.8844
2022-05-06,275.0281
2022-05-05,276.6203
2022-05-04,276.241
2022-05-03,276.4165
2022-05-02,276.3342
2022-04-29,277.5875
2022-04-28,276.7581
2022-04-27,276.4864
2022-04-26,276.8226
2022-04-25,278.2298
2022-04-22,280.8617
2022-04-21,282.2611
2022-04-20,282.4768
2022-04-19,282.5629
2022-04-18,284.8386
2022-04-14,287.7218
2022-04-13,289.2571
2022-04-12,292.2948
2022-04-11,294.5984
2022-04-08,296.8604
2022-04-07,297.7515
2022-04-06,299.6594
2022-04-05,300.1436
2022-04-04,298.9852
2022-04-01,298.2582
2022-03-31,297.5256
2022-03-30,295.649
2022-03-29,293.3856
2022-03-28,290.5868
2022-03-25,289.2412
2022-03-24,287.4015
2022-03-23,286.4722
2022-03-22,285.0397
2022-03-21,283.4425
2022-03-18,281.6876
2022-03-17,280.3052
2022-03-16,279.0661
2022-03-15,278.4571
2022-03-14,279.6102
2022-03-11,281.0218
2022-03-10,281.0964
2022-03-09,282.2577
2022-03-08,283.5861
2022-03-07,286.4314
2022-03-04,287.5847
2022-03-03,287.7467
2022-03-02,286.0818
2022-03-01,285.678
2022-02-28,284.9592
2022-02-25,284.5334
2022-02-24,283.8332
2022-02-23,287.8792
2022-02-22,288.9969
2022-02-18,291.4849
2022-02-17,292.7822
2022-02-16,293.6508
2022-02-15,294.2781
2022-02-14,294.8232
2022-02-11,296.8378
2022-02-10,297.2638
2022-02-09,297.6008
2022-02-08,296.7536
2022-02-07,297.5803
2022-02-04,297.5272
2022-02-03,298.7506
2022-02-02,298.2399
2022-02-01,297.5855
2022-01-31,296.617
2022-01-28,295.7489
2022-01-27,296.5728
2022-01-26,297.0546
2022-01-25,296.4923
2022-01-24,299.3642
2022-01-21,302.7273
2022-01-20,304.5713
2022-01-19,305.4448
2022-01-18,307.1135
2022-01-14,309.6328
2022-01-13,312.6731
2022-01-12,312.8837
2022-01-11,313.3132
2022-01-10,315.1978
2022-01-07,318.3431
2022-01-06,321.179
2022-01-05,324.8613
2022-01-04,326.6144
2022-01-03,326.8182
2021-12-31,326.9548
2021-12-30,326.4387
2021-12-29,325.073
2021-12-28,323.5356
2021-12-27,321.2568
2021-12-23,320.1337
2021-12-22,319.3469
2021-12-21,319.3472
2021-12-20,320.4306
2021-12-17,322.455
2021-12-16,324.7498
2021-12-15,324.349
2021-12-14,325.3939
2021-12-13,325.6744
2021-12-10,324.4047
2021-12-09,324.085
2021-12-08,323.8175
2021-12-07,323.2959
2021-12-06,323.4518
2021-12-03,325.3046
2021-12-02,325.8311
2021-12-01,326.84
2021-11-30,327.0291
2021-11-29,327.219
2021-11-26,327.5334
2021-11-24,328.0451
2021-11-23,328.2533
2021-11-22,328.3414
2021-11-19,326.8127
2021-11-18,325.3723
2021-11-17,324.5758
2021-11-16,323.4381
2021-11-15,322.8847
2021-11-12,321.807
2021-11-11,321.2709
2021-11-10,321.1917
