Date,AMZN_Adjusted Close,AMZN_EMA,AMZN_Open,AMZN_High,AMZN_Low,AMZN_Close,AMZN_Effective_Fed_Rate,AMZN_MACD,AMZN_MACD_Signal,AMZN_MACD_Hist,AMZN_RSI,AMZN_SMA,AAPL_Adjusted Close,AAPL_EMA,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Effective_Fed_Rate,AAPL_MACD,AAPL_MACD_Signal,AAPL_MACD_Hist,AAPL_RSI,AAPL_SMA,MSFT_Adjusted Close,MSFT_EMA,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Effective_Fed_Rate,MSFT_MACD,MSFT_MACD_Signal,MSFT_MACD_Hist,MSFT_RSI,MSFT_SMA
2022-07-21,124.63,115.3967,1.0179,1.02781,1.0152,1.02267,1.58,1.1436,-0.3293,1.4729,69.4544,114.3125,153.101414073802,145.9463,1.0179,1.02781,1.0152,1.02267,1.58,2.4718,0.9752,1.4966,70.6289,145.6434,258.779742033733,252.778,1.0179,1.02781,1.0152,1.02267,1.58,-0.6989,-0.9602,0.2613,51.5081,253.0553
2022-07-20,122.77,113.6627,1.02279,1.02731,1.0154,1.01791,1.58,0.3829,-0.6975,1.0804,63.1781,113.3775,150.824849757674,144.5424,1.02279,1.02731,1.0154,1.01791,1.58,1.9475,0.6011,1.3464,65.8737,144.5387,256.26855060862,252.5408,1.02279,1.02731,1.0154,1.01791,1.58,-0.8613,-1.0256,0.1643,51.6822,253.5761
2022-07-19,118.21,112.5621,1.01466,1.02692,1.0118,1.0226,1.58,-0.1267,-0.9676,0.841,58.2722,112.837,148.8143773746,143.5668,1.01466,1.02692,1.0118,1.0226,1.58,1.5891,0.2645,1.3246,60.4125,143.5763,253.591249244882,252.227,1.01466,1.02692,1.0118,1.0226,1.58,-1.067,-1.0666,-0.0004,48.3624,253.9523
2022-07-18,113.76,111.8648,1.00829,1.02013,1.0077,1.0144,1.58,-0.4784,-1.1779,0.6995,57.035,112.027,144.941261460149,143.0752,1.00829,1.02013,1.0077,1.0144,1.58,1.4296,-0.0667,1.4963,69.1949,142.576,248.432069974613,252.3483,1.00829,1.02013,1.0077,1.0144,1.58,-1.0827,-1.0666,-0.0162,51.3318,253.814
2022-07-15,113.55,111.1681,1.00186,1.00979,1.0005,1.00843,1.58,-0.8492,-1.3527,0.5036,52.5091,111.156,147.996391061879,141.8567,1.00186,1.00979,1.0005,1.00843,1.58,0.9223,-0.4408,1.3631,67.7589,141.1273,250.845549671122,252.0244,1.00186,1.00979,1.0005,1.00843,1.58,-1.3034,-1.0625,-0.2409,45.7804,253.4857
2022-07-14,110.63,110.8722,1.00569,1.00589,0.995,1.00183,1.58,-1.0555,-1.4786,0.4231,48.0574,110.717,146.320997409317,140.5777,1.00569,1.00589,0.995,1.00183,1.58,0.3578,-0.7815,1.1393,57.0629,139.8924,248.265960035987,252.5035,1.00569,1.00589,0.995,1.00183,1.58,-1.1652,-1.0023,-0.1629,37.5933,253.6157
2022-07-13,110.4,111.0127,1.00355,1.01222,0.9996,1.00553,1.58,-1.0734,-1.5844,0.5111,40.9861,110.431,143.384130888944,140.2629,1.00355,1.01222,0.9996,1.00553,1.58,0.204,-1.0664,1.2703,54.463,139.24,246.937080526978,254.2073,1.00355,1.01222,0.9996,1.00553,1.58,-0.4594,-0.9616,0.5021,36.9612,254.3016
2022-07-12,109.22,111.8977,1.00377,1.00738,0.9998,1.0034,1.58,-0.7537,-1.7122,0.9585,50.9657,111.078,143.748775389796,140.1168,1.00377,1.00738,0.9998,1.0034,1.58,0.114,-1.3839,1.498,63.2183,139.1552,247.865341948712,256.3723,1.00377,1.00738,0.9998,1.0034,1.58,0.4858,-1.0871,1.5729,59.2709,255.6491
2022-07-11,111.75,111.8394,1.01791,1.01834,1.0032,1.0037,1.58,-0.8571,-1.9518,1.0947,55.5192,111.571,142.773104968598,139.3316,1.01791,1.01834,1.0032,1.0037,1.58,-0.2803,-1.7584,1.4781,63.0446,138.8532,258.457293329341,255.6114,1.01791,1.01834,1.0032,1.0037,1.58,0.1243,-1.4803,1.6046,58.9439,255.8762
2022-07-08,115.54,111.3415,1.01607,1.01912,1.0071,1.0183,1.58,-1.1721,-2.2255,1.0534,56.7552,111.401,144.911695689809,138.3916,1.01607,1.01912,1.0071,1.0183,1.58,-0.7706,-2.128,1.3573,62.3239,138.2845,261.535212780354,254.7315,1.01607,1.01912,1.0071,1.0183,1.58,-0.3161,-1.8815,1.5654,57.8041,255.5008
2022-07-07,116.33,110.6174,1.01823,1.0221,1.0142,1.01603,1.58,-1.61,-2.4888,0.8788,55.4683,110.98,144.231682972005,137.3315,1.01823,1.0221,1.0142,1.01603,1.58,-1.3445,-2.4673,1.1228,58.7974,137.4523,262.25827957202,253.8427,1.01823,1.0221,1.0142,1.01603,1.58,-0.788,-2.2729,1.4849,58.3637,254.5999
2022-07-06,114.33,109.899,1.02654,1.02766,1.016,1.01821,1.58,-2.0692,-2.7085,0.6393,54.4268,110.338,140.851329896542,136.4682,1.02654,1.02766,1.016,1.01821,1.58,-1.8593,-2.748,0.8887,55.0908,136.6146,260.118392715602,252.6848,1.02654,1.02766,1.016,1.01821,1.58,-1.4117,-2.6441,1.2324,56.8011,253.3072
2022-07-05,113.5,109.1632,1.04207,1.04488,1.0233,1.02646,1.58,-2.56,-2.8683,0.3083,44.1149,109.837,139.511014974493,135.837,1.04207,1.04488,1.0233,1.02646,1.58,-2.2952,-2.9702,0.675,47.1655,135.8325,256.835278634521,251.5671,1.04207,1.04488,1.0233,1.02646,1.58,-2.051,-2.9522,0.9012,46.8567,251.9886
2022-07-01,109.56,109.5106,1.0477,1.0482,1.0365,1.0428,1.58,-2.5781,-2.9454,0.3673,41.3247,109.357,136.919082441412,135.8505,1.0477,1.0482,1.0365,1.0428,1.58,-2.4584,-3.1389,0.6805,42.7799,135.0732,253.640105109184,251.849,1.0477,1.0482,1.0365,1.0428,1.58,-2.082,-3.1775,1.0955,47.1528,250.8688
2022-06-30,106.21,110.2263,1.04407,1.04888,1.0381,1.04771,1.58,-2.4302,-3.0372,0.607,44.0763,109.175,134.741070693082,136.246,1.04407,1.04888,1.0381,1.04771,1.58,-2.4573,-3.309,0.8518,45.1384,134.6829,250.953032572585,252.1437,1.04407,1.04888,1.0381,1.04771,1.58,-2.1141,-3.4513,1.3373,47.9349,249.8516
2022-06-29,108.92,110.6966,1.05217,1.05355,1.0433,1.0439,1.58,-2.3914,-3.189,0.7976,42.699,108.75,137.214740144805,136.4644,1.05217,1.05355,1.0433,1.0439,1.58,-2.5416,-3.522,0.9804,45.5305,134.3912,254.304544863688,252.3605,1.05217,1.05355,1.0433,1.0439,1.58,-2.19,-3.7856,1.5956,48.5276,248.9976
2022-06-28,107.4,111.4336,1.05845,1.06063,1.0502,1.05208,1.58,-2.2328,-3.3884,1.1556,52.4446,108.431,135.450649181226,136.6853,1.05845,1.06063,1.0502,1.05208,1.58,-2.6333,-3.7671,1.1338,55.1116,133.9645,250.611041522473,252.5082,1.05845,1.06063,1.0502,1.05208,1.58,-2.3088,-4.1846,1.8758,55.8874,247.656
2022-06-27,113.22,110.9744,1.05525,1.0615,1.0548,1.0583,1.58,-2.621,-3.6773,1.0563,59.6297,107.5,139.609567542291,135.9325,1.05525,1.0615,1.0548,1.0583,1.58,-3.1807,-4.0505,0.8699,56.404,133.0519,258.828597898034,251.3013,1.05525,1.0615,1.0548,1.0583,1.58,-3.0625,-4.6535,1.591,61.4316,245.8122
2022-06-24,116.46,109.6154,1.05205,1.05712,1.051,1.0554,1.58,-3.4439,-3.9413,0.4974,51.8385,107.1325,139.609567542291,134.8887,1.05205,1.05712,1.051,1.0554,1.58,-3.8897,-4.268,0.3783,51.3216,132.8139,261.574297471795,248.9087,1.05205,1.05712,1.051,1.0554,1.58,-4.4004,-5.0512,0.6509,55.4029,245.0672
2022-06-23,112.44,109.0011,1.05636,1.05812,1.0481,1.05208,1.58,-3.9646,-4.0657,0.1011,48.0242,107.8935,136.268635493947,134.2251,1.05636,1.05812,1.0481,1.05208,1.58,-4.4577,-4.3626,-0.0952,44.9576,133.5215,252.936580663238,247.3736,1.05636,1.05812,1.0481,1.05208,1.58,-5.4075,-5.214,-0.1936,48.3122,245.6507
2022-06-22,108.95,108.6924,1.05341,1.06059,1.0467,1.05638,1.58,-4.3689,-4.091,-0.2779,41.86,109.1155,133.390900514253,134.0885,1.05341,1.06059,1.0467,1.05638,1.58,-4.8088,-4.3388,-0.47,40.3302,134.6805,247.337698614253,246.8517,1.05341,1.06059,1.0467,1.05638,1.58,-5.9938,-5.1656,-0.8282,43.5467,247.2278
2022-06-21,108.68,108.9729,1.05102,1.05825,1.0507,1.05337,1.58,-4.52,-4.0215,-0.4985,43.0555,110.573,133.903373866801,134.3662,1.05102,1.05825,1.0507,1.05337,1.58,-4.9832,-4.2213,-0.7619,37.1194,135.6221,247.933740158735,247.013,1.05102,1.05825,1.0507,1.05337,1.58,-6.2887,-4.9585,-1.3302,41.3857,248.6685
2022-06-17,106.22,109.1447,1.05515,1.05608,1.0443,1.0498,1.58,-4.7254,-3.8969,-0.8286,30.5337,112.2775,129.655758194718,135.0056,1.05515,1.05608,1.0443,1.0498,1.58,-4.9958,-4.0308,-0.965,28.6583,136.9634,241.983095886776,247.5651,1.05515,1.05608,1.0443,1.0498,1.58,-6.411,-4.626,-1.7851,33.6155,250.7991
2022-06-16,103.66,110.5546,1.04462,1.06014,1.0379,1.0554,1.58,-4.3692,-3.6897,-0.6794,32.5243,114.4175,128.177469677752,136.5218,1.04462,1.06014,1.0379,1.0554,1.58,-4.6027,-3.7895,-0.8132,30.9062,138.6226,239.3644215602,249.4461,1.04462,1.06014,1.0379,1.0554,1.58,-5.9212,-4.1797,-1.7415,34.5658,253.3015
2022-06-15,107.67,111.9068,1.04153,1.05078,1.0357,1.04451,0.83,-4.0209,-3.5199,-0.501,31.0465,116.1389,133.469742568491,137.9337,1.04153,1.05078,1.0357,1.04451,0.83,-4.2361,-3.5862,-0.6499,33.5,140.1748,245.999047932384,251.4671,1.04153,1.05078,1.0357,1.04451,0.83,-5.3373,-3.7443,-1.593,36.2443,255.1063
2022-06-14,102.31,113.695,1.04084,1.04848,1.0395,1.04117,0.83,-3.4558,-3.3946,-0.0612,31.3811,117.9785,130.838389008291,139.1754,1.04084,1.04848,1.0395,1.04117,0.83,-3.9284,-3.4238,-0.5046,30.7547,141.7132,238.895405262903,253.4314,1.04084,1.04848,1.0395,1.04117,0.83,-4.7462,-3.3461,-1.4001,30.438,257.7332
2022-06-13,103.67,115.8072,1.05142,1.05201,1.0398,1.04075,0.83,-2.7179,-3.3793,0.6614,31.3811,119.1875,129.971126411671,140.947,1.05142,1.05201,1.0398,1.04075,0.83,-3.3621,-3.2976,-0.0645,30.1732,143.2841,236.716433715043,256.7984,1.05142,1.05201,1.0398,1.04075,0.83,-3.4799,-2.996,-0.4839,31.1553,260.5346
2022-06-10,109.65,118.3888,1.06182,1.06423,1.0504,1.0515,0.83,-1.7365,-3.5447,1.8082,41.5126,120.1235,135.145136221053,143.1693,1.06182,1.06423,1.0504,1.0515,0.83,-2.5643,-3.2815,0.7172,38.4567,144.518,247.200902194208,260.6422,1.06182,1.06423,1.0504,1.0515,0.83,-1.9374,-2.8751,0.9376,42.244,262.8182
2022-06-09,116.15,119.494,1.07158,1.07738,1.0609,1.06171,0.83,-1.3979,-3.9967,2.5988,52.3553,119.579,140.575382706708,144.2626,1.07158,1.07738,1.0609,1.06171,0.83,-2.2523,-3.4608,1.2085,49.7332,144.2332,258.730886169431,261.981,1.07158,1.07738,1.0609,1.06171,0.83,-1.4796,-3.1095,1.6299,49.6453,262.9833
2022-06-08,121.18,119.3838,1.0705,1.07485,1.067,1.07159,0.83,-1.6148,-4.6464,3.0316,57.7663,117.9456,145.818379313549,144.1096,1.0705,1.07485,1.067,1.07159,0.83,-2.5036,-3.7629,1.2593,52.8073,143.3807,264.222285316952,262.0541,1.0705,1.07485,1.067,1.07159,0.83,-1.59,-3.517,1.9269,54.3207,262.0414
2022-06-07,123.0,118.6669,1.06948,1.07142,1.065,1.07048,0.83,-2.135,-5.4043,3.2693,56.8392,116.0871,146.557523572032,143.594,1.06948,1.07142,1.065,1.07048,0.83,-2.9385,-4.0777,1.1392,44.0139,142.6144,266.264460444767,261.29,1.06948,1.07142,1.065,1.07048,0.83,-2.0988,-3.9987,1.8999,48.7065,260.691
2022-06-06,124.79,117.9251,1.07188,1.0752,1.0682,1.0694,0.83,-2.7063,-6.2216,3.5153,63.5642,114.7327,144.02472257963,143.8915,1.07188,1.0752,1.0682,1.0694,0.83,-3.0259,-4.3625,1.3366,49.2502,141.9684,262.600270622133,261.458,1.07188,1.0752,1.0682,1.0694,0.83,-2.2128,-4.4737,2.2608,55.238,259.602
2022-06-03,122.35,116.2985,1.0746,1.07646,1.0702,1.0719,0.83,-3.726,-7.1004,3.3745,62.2683,113.165,143.275723064367,143.6669,1.0746,1.07646,1.0702,1.0719,0.83,-3.3628,-4.6967,1.3339,48.9857,141.1859,263.841209575398,260.4855,1.0746,1.07646,1.0702,1.0719,0.83,-2.8658,-5.0389,2.173,53.4247,258.1539
2022-06-02,125.511,114.5426,1.06516,1.0756,1.0643,1.07471,0.83,-4.8668,-7.9441,3.0772,59.1176,111.3731,149.021337766976,143.421,1.06516,1.0756,1.0643,1.07471,0.83,-3.7309,-5.0301,1.2993,50.6864,140.4941,268.296864399722,259.6768,1.06516,1.0756,1.0643,1.07471,0.83,-3.4836,-5.5821,2.0986,46.9481,256.5504
2022-06-01,121.684,112.9556,1.07308,1.07393,1.0625,1.06519,0.83,-5.996,-8.7134,2.7173,60.1452,110.3486,146.557523572032,142.9167,1.07308,1.07393,1.0625,1.06519,0.83,-4.2397,-5.355,1.1153,54.4748,140.3975,266.186291061884,259.9608,1.07308,1.07393,1.0625,1.06519,0.83,-3.6383,-6.1068,2.4685,60.9304,256.4088
2022-05-31,120.2095,110.8888,1.07762,1.07794,1.0677,1.07313,0.83,-7.4084,-9.3927,1.9844,52.3585,109.4505,146.685641910169,141.847,1.07762,1.07794,1.0677,1.07313,0.83,-5.0352,-5.6338,0.5985,53.2129,140.295,265.648876554565,257.9748,1.07762,1.07794,1.0677,1.07313,0.83,-4.8519,-6.7239,1.872,58.1481,255.4578
2022-05-27,115.1465,109.6908,1.07292,1.07652,1.0695,1.07317,0.83,-8.4948,-9.8888,1.394,48.1973,109.1325,147.474062452551,140.7214,1.07292,1.07652,1.0695,1.07317,0.83,-5.8941,-5.7834,-0.1107,47.3939,139.9481,266.987527236434,256.1261,1.07292,1.07652,1.0695,1.07317,0.83,-6.0652,-7.1919,1.1267,53.6317,254.1672
2022-05-26,111.0775,108.8332,1.068,1.07315,1.0661,1.073,0.83,-9.4799,-10.2373,0.7574,38.2805,108.6844,141.698881979603,140.1515,1.068,1.07315,1.0661,1.073,0.83,-6.5353,-5.7557,-0.7796,30.4762,139.8693,259.815486356931,254.746,1.068,1.07315,1.0661,1.073,0.83,-7.1226,-7.4736,0.3509,45.5181,253.0185
2022-05-25,106.775,109.025,1.07328,1.0739,1.064,1.06785,0.83,-10.0312,-10.4267,0.3955,28.7947,108.1624,138.486068269396,141.2071,1.07328,1.0739,1.064,1.06785,0.83,-6.4559,-5.5609,-0.895,31.6678,140.3995,256.512829930129,254.4077,1.07328,1.0739,1.064,1.06785,0.83,-7.7509,-7.5613,-0.1896,39.1444,252.5096
2022-05-24,104.1,110.2182,1.06871,1.07487,1.0659,1.0732,0.83,-10.1497,-10.5255,0.3758,29.1399,108.6072,138.32838416092,142.2695,1.06871,1.07487,1.0659,1.0732,0.83,-6.365,-5.3371,-1.0279,34.4348,141.8847,253.679189800625,254.891,1.06871,1.07487,1.0659,1.0732,0.83,-8.0291,-7.5139,-0.5152,38.7541,253.1832
2022-05-23,107.557,111.5945,1.05583,1.06973,1.05571,1.0689,0.83,-10.1909,-10.6195,0.4286,33.4761,109.3297,141.038579775358,143.0479,1.05583,1.06973,1.05571,1.0689,0.83,-6.3947,-5.0801,-1.3146,27.1635,143.3349,254.685620605242,255.5359,1.05583,1.06973,1.05571,1.0689,0.83,-8.2426,-7.3851,-0.8575,35.1608,254.467
2022-05-20,107.591,112.2908,1.05835,1.05993,1.0531,1.056,0.83,-10.547,-10.7266,0.1796,34.6341,109.6149,135.598478032922,144.6595,1.05835,1.05993,1.0531,1.056,0.83,-6.0371,-4.7515,-1.2857,28.3851,145.0236,246.780741761212,256.8453,1.05835,1.05993,1.0531,1.056,0.83,-8.1564,-7.1707,-0.9857,36.5688,255.8264
2022-05-19,107.319,112.8958,1.04617,1.06073,1.0458,1.05812,0.83,-10.9608,-10.7716,-0.1893,27.977,110.143,135.361951870208,146.3446,1.04617,1.06073,1.0458,1.05812,0.83,-5.6233,-4.43,-1.1933,29.1009,146.6911,247.347469787113,258.0656,1.04617,1.06073,1.0458,1.05812,0.83,-8.1019,-6.9243,-1.1776,31.8833,257.4774
2022-05-18,107.1125,114.3659,1.055,1.05637,1.0458,1.04615,0.83,-10.9948,-10.7242,-0.2705,32.6764,111.815,138.781725972789,148.2311,1.055,1.05637,1.0458,1.04615,0.83,-5.0926,-4.1317,-0.9609,36.3866,149.0298,248.265960035987,260.2824,1.055,1.05637,1.0458,1.04615,0.83,-7.5822,-6.6299,-0.9523,38.9356,260.5011
2022-05-17,115.3685,115.0162,1.0435,1.05558,1.0427,1.05492,0.83,-11.4035,-10.6566,-0.7469,34.5339,113.031,147.07985218136,149.0103,1.0435,1.05558,1.0427,1.05492,0.83,-5.0406,-3.8915,-1.1491,38.9153,150.2703,260.079793705544,261.0159,1.0435,1.05558,1.0427,1.05492,0.83,-7.7139,-6.3918,-1.3221,41.1522,262.348
2022-05-16,110.8105,115.4031,1.03968,1.0443,1.0387,1.04347,0.83,-11.9462,-10.4699,-1.4763,34.213,114.1089,143.433407172843,149.5226,1.03968,1.0443,1.0387,1.04347,0.83,-5.1026,-3.6042,-1.4983,31.9013,151.163,254.894183546959,261.3777,1.03968,1.0443,1.0387,1.04347,0.83,-8.0147,-6.0613,-1.9534,32.5319,264.0879
2022-05-13,113.055,115.9149,1.03788,1.04196,1.0348,1.0412,0.83,-12.4473,-10.1008,-2.3465,26.7721,115.039,144.980682487268,150.8735,1.03788,1.04196,1.0348,1.0412,0.83,-4.7753,-3.2296,-1.5457,29.7972,152.2403,254.523782821346,263.1531,1.03788,1.04196,1.0348,1.0412,0.83,-7.6713,-5.5729,-2.0983,28.5449,265.8186
2022-05-12,106.9305,117.4362,1.0514,1.05292,1.0352,1.03775,0.83,-12.4954,-9.5142,-2.9812,12.8681,117.117,140.49654065247,152.7349,1.0514,1.05292,1.0352,1.03775,0.83,-4.1918,-2.8432,-1.3486,25.8901,153.9171,248.899540224536,265.8874,1.0514,1.05292,1.0352,1.03775,0.83,-6.8628,-5.0483,-1.8145,28.7444,268.8656
2022-05-11,105.372,120.6998,1.0529,1.05771,1.05,1.05132,0.83,-11.7316,-8.7689,-2.9628,15.0464,121.0598,144.379511823702,155.4086,1.0529,1.05771,1.05,1.05132,0.83,-3.2035,-2.5061,-0.6974,36.7394,155.5183,253.968181732927,269.1556,1.0529,1.05771,1.05,1.05132,0.83,-5.7648,-4.5947,-1.1701,33.7313,271.5456
2022-05-10,108.859,123.499,1.05568,1.05854,1.0524,1.05292,0.83,-11.1313,-8.0282,-3.1031,16.5263,124.2686,152.273572504301,156.3265,1.05568,1.05854,1.0524,1.05292,0.83,-2.9721,-2.3317,-0.6404,39.5473,155.7334,262.692093559868,271.4194,1.05568,1.05854,1.0524,1.05292,0.83,-5.0725,-4.3022,-0.7703,38.2203,273.1462
2022-05-09,108.789,126.221,1.05404,1.05924,1.0494,1.05564,0.83,-10.5234,-7.2524,-3.271,16.5554,127.6236,149.859034593256,157.0059,1.05404,1.05924,1.0494,1.05564,0.83,-2.8362,-2.1716,-0.6646,38.2972,156.3733,257.896378901929,272.8844,1.05404,1.05924,1.0494,1.05564,0.83,-4.7115,-4.1096,-0.6019,36.1461,273.7125
2022-05-06,114.7725,129.5339,1.05397,1.05988,1.0481,1.0551,0.83,-9.6009,-6.4347,-3.1662,18.1872,130.8946,155.003478632299,157.9667,1.05397,1.05988,1.0481,1.0551,0.83,-2.5618,-2.0055,-0.5563,39.6426,156.9606,267.789977230808,275.0281,1.05397,1.05988,1.0481,1.0551,0.83,-4.0205,-3.9592,-0.0614,39.6322,274.0273
2022-05-05,116.407,132.797,1.06247,1.06418,1.0491,1.05399,0.83,-8.6439,-5.6431,-3.0008,22.8592,134.2346,154.275254556444,158.9033,1.06247,1.06418,1.0491,1.05399,0.83,-2.2832,-1.8664,-0.4168,50.9216,157.9666,270.343792760035,276.6203,1.06247,1.06418,1.0491,1.05399,0.83,-3.551,-3.9438,0.3928,49.317,274.6975
2022-05-04,125.9285,134.9742,1.05208,1.0631,1.0504,1.06237,0.33,-8.1266,-4.8929,-3.2336,23.255,137.406,163.37805550463,158.3834,1.05208,1.0631,1.0504,1.06237,0.33,-2.6571,-1.7622,-0.8949,42.8912,158.4645,282.654743192915,276.241,1.05208,1.0631,1.0504,1.06237,0.33,-3.9655,-4.042,0.0766,46.0568,274.9938
2022-05-03,124.2535,137.5018,1.05048,1.05778,1.0491,1.05214,0.33,-7.4091,-4.0845,-3.3246,23.5322,140.8063,156.942129212615,158.6622,1.05048,1.05778,1.0491,1.05214,0.33,-2.6768,-1.5385,-1.1384,39.66,159.359,274.661885429683,276.4165,1.05048,1.05778,1.0491,1.05214,0.33,-4.144,-4.0611,-0.0829,47.3293,275.6576
2022-05-02,124.5,140.4903,1.05464,1.05684,1.0489,1.05037,0.33,-6.4318,-3.2534,-3.1785,20.4216,143.6039,155.446317597346,159.3353,1.05464,1.05684,1.0489,1.05037,0.33,-2.5108,-1.2539,-1.2569,36.6015,160.0351,277.283932671524,276.3342,1.05464,1.05684,1.0489,1.05037,0.33,-4.4476,-4.0404,-0.4071,40.59,275.2112
2022-04-29,124.2815,144.5101,1.04978,1.0593,1.0489,1.0541,0.33,-4.9226,-2.4588,-2.4639,24.4572,146.5161,155.141250754758,160.4728,1.04978,1.0593,1.0489,1.0541,0.33,-2.118,-0.9396,-1.1784,43.7041,160.7446,270.509498347809,277.5875,1.04978,1.0593,1.0489,1.0541,0.33,-4.1501,-3.9386,-0.2114,50.7904,275.3281
2022-04-28,144.5965,147.7681,1.0554,1.05649,1.0469,1.04983,0.33,-3.6831,-1.8428,-1.8403,34.662,149.0702,161.035929422826,160.7413,1.0554,1.05649,1.0469,1.04983,0.33,-2.1,-0.6451,-1.4549,38.2603,161.6087,282.31358462985,276.7581,1.0554,1.05649,1.0469,1.04983,0.33,-4.7918,-3.8858,-0.906,47.0256,275.2774
2022-04-27,138.167,149.0104,1.06379,1.06549,1.0513,1.05541,0.33,-3.3027,-1.3827,-1.92,30.454,149.8543,154.078437238645,161.6359,1.06379,1.06549,1.0513,1.05541,0.33,-1.7868,-0.2813,-1.5055,30.4551,162.4097,276.065509232007,276.4864,1.06379,1.06549,1.0513,1.05541,0.33,-5.2012,-3.6593,-1.5419,43.5229,275.0381
2022-04-26,139.391,150.9701,1.07118,1.07387,1.0634,1.06374,0.33,-2.567,-0.9027,-1.6642,35.1853,151.2044,154.304777154114,163.4597,1.07118,1.07387,1.0634,1.06374,0.33,-1.0265,0.095,-1.1216,38.8445,163.6014,263.39390546103,276.8226,1.07118,1.07387,1.0634,1.06374,0.33,-5.3419,-3.2738,-2.0681,38.0236,275.7336
2022-04-25,146.074,152.3412,1.08058,1.08153,1.0695,1.07121,0.33,-2.0597,-0.4867,-1.5731,33.6205,151.9957,160.288023615192,164.3022,1.08058,1.08153,1.0695,1.07121,0.33,-0.6764,0.3754,-1.0518,36.0173,164.2372,273.628662352973,278.2298,1.08058,1.08153,1.0695,1.07121,0.33,-4.9873,-2.7568,-2.2305,32.6193,277.1265
2022-04-22,144.35,154.1897,1.08346,1.08516,1.0769,1.0794,0.33,-1.3032,-0.0934,-1.2099,38.1275,153.2684,159.215369233189,165.5792,1.08346,1.08516,1.0769,1.0794,0.33,-0.1064,0.6384,-0.7448,44.8324,165.2862,267.107660104678,280.8617,1.08346,1.08516,1.0769,1.0794,0.33,-4.0443,-2.1992,-1.8451,38.6667,279.7729
2022-04-21,148.296,155.5097,1.085,1.09364,1.0822,1.08346,0.33,-0.7491,0.2091,-0.9582,46.7537,154.2834,163.771690140227,165.9721,1.085,1.09364,1.0822,1.08346,0.33,0.0875,0.8246,-0.7371,49.8726,165.7487,273.716388840618,282.2611,1.085,1.09364,1.0822,1.08346,0.33,-3.6146,-1.7379,-1.8766,44.8166,281.2331
2022-04-20,153.998,155.6865,1.0789,1.08671,1.0782,1.08506,0.33,-0.6891,0.4486,-1.1378,51.4336,154.977,164.568800277312,165.9165,1.0789,1.08671,1.0782,1.08506,0.33,0.0883,1.0089,-0.9205,49.5602,166.0882,279.126188912074,282.4768,1.0789,1.08671,1.0782,1.08506,0.33,-3.6983,-1.2688,-2.4295,45.5921,282.8521
2022-04-19,158.1155,155.2607,1.07755,1.08145,1.076,1.0788,0.33,-0.8966,0.7331,-1.6297,41.2162,155.9909,164.73609499744,165.8814,1.07755,1.08145,1.076,1.0788,0.33,0.1031,1.239,-1.1359,41.3574,166.9483,278.092965835363,282.5629,1.07755,1.08145,1.076,1.0788,0.33,-3.8328,-0.6614,-3.1714,32.8034,285.1788
2022-04-18,152.785,155.9788,1.08069,1.08216,1.0768,1.0778,0.33,-0.581,1.1405,-1.7215,40.188,157.2005,162.443173245087,166.6564,1.08069,1.08216,1.0768,1.0778,0.33,0.4952,1.523,-1.0278,38.7194,167.8881,273.43371460265,284.8386,1.08069,1.08216,1.0768,1.0778,0.33,-2.9542,0.1315,-3.0856,32.1299,288.1723
2022-04-14,151.7065,156.9688,1.08888,1.09233,1.0756,1.0827,0.33,-0.1181,1.5709,-1.689,45.6835,158.4631,162.659672294665,167.8442,1.08888,1.09233,1.0756,1.0827,0.33,1.0986,1.7799,-0.6813,51.3926,168.883,272.761144864037,287.7218,1.08888,1.09233,1.0756,1.0827,0.33,-1.7432,0.9029,-2.646,39.0012,291.1413
2022-04-13,155.541,157.3197,1.08273,1.08942,1.0807,1.08889,0.33,0.0806,1.9931,-1.9125,34.4815,159.5685,167.68835476442,167.8307,1.08273,1.08942,1.0807,1.08889,0.33,1.1815,1.9503,-0.7687,43.3472,169.5935,280.354359739107,289.2571,1.08273,1.08942,1.0807,1.08889,0.33,-1.0832,1.5644,-2.6476,31.2782,293.6571
2022-04-12,150.7875,158.9422,1.08828,1.09038,1.0819,1.0827,0.33,0.8801,2.4712,-1.5911,39.4957,161.4176,164.991957510579,168.5206,1.08828,1.09038,1.0819,1.0827,0.33,1.5938,2.1424,-0.5486,44.6443,170.6918,274.934812280135,292.2948,1.08828,1.09038,1.0819,1.0827,0.33,0.3069,2.2263,-1.9194,36.2978,296.6817
2022-04-11,151.122,160.1088,1.09083,1.09333,1.0871,1.08823,0.33,1.5136,2.869,-1.3554,37.3082,163.0868,163.112352125602,169.226,1.09083,1.09333,1.0871,1.08823,0.33,2.0338,2.2796,-0.2458,46.0012,171.545,278.053976285299,294.5984,1.09083,1.09333,1.0871,1.08823,0.33,1.431,2.7061,-1.2751,38.4808,299.0869
2022-04-08,154.4605,161.7523,1.08787,1.08918,1.0835,1.0875,0.33,2.4,3.2078,-0.8079,43.0863,164.313,167.383287921832,169.9373,1.08787,1.08918,1.0835,1.0875,0.33,2.4965,2.3411,0.1555,52.3757,171.8855,289.468167066694,296.8604,1.08787,1.08918,1.0835,1.0875,0.33,2.5915,3.0249,-0.4334,47.1145,300.3092
